Wavenumber [cm^-1],BACs [cm^5 molecule^-2] T = 349 K,Sistematic errors [cm^5 molecule^-2]
4691,1.96e-44,1.71e-45
4692,1.96e-44,1.71e-45
4693,1.976e-44,1.71e-45
4694,1.987e-44,1.72e-45
4695,2.004e-44,1.72e-45
4696,2.01e-44,1.73e-45
4697,2.015e-44,1.73e-45
4698,2.018e-44,1.73e-45
4699,2.025e-44,1.73e-45
4700,2.046e-44,1.74e-45
4701,2.05e-44,1.74e-45
4702,2.037e-44,1.74e-45
4703,2.035e-44,1.74e-45
4704,2.051e-44,1.75e-45
4705,2.063e-44,1.75e-45
4706,2.077e-44,1.75e-45
4707,2.075e-44,1.75e-45
4708,2.062e-44,1.75e-45
4709,2.053e-44,1.76e-45
4710,2.048e-44,1.75e-45
4711,2.049e-44,1.75e-45
4712,2.015e-44,1.74e-45
4713,2.027e-44,1.75e-45
4714,2.077e-44,1.76e-45
4715,2.08e-44,1.76e-45
4716,2.082e-44,1.77e-45
4717,2.08e-44,1.77e-45
4718,2.075e-44,1.77e-45
4719,2.068e-44,1.77e-45
4720,2.081e-44,1.77e-45
4721,2.078e-44,1.77e-45
4722,2.089e-44,1.77e-45
4723,2.091e-44,1.77e-45
4724,2.088e-44,1.77e-45
4725,2.079e-44,1.77e-45
4726,2.071e-44,1.77e-45
4727,2.067e-44,1.77e-45
4728,2.07e-44,1.77e-45
4729,2.055e-44,1.76e-45
4730,2.05e-44,1.76e-45
4731,2.052e-44,1.76e-45
4732,2.053e-44,1.76e-45
4733,2.051e-44,1.76e-45
4734,2.024e-44,1.75e-45
4735,2.011e-44,1.75e-45
4736,2.013e-44,1.75e-45
4737,2.016e-44,1.75e-45
4738,2.007e-44,1.74e-45
4739,2.002e-44,1.74e-45
4740,1.99e-44,1.74e-45
4741,1.975e-44,1.73e-45
4742,1.957e-44,1.73e-45
4743,1.961e-44,1.73e-45
4744,1.958e-44,1.72e-45
4745,1.947e-44,1.72e-45
4746,1.934e-44,1.72e-45
4747,1.913e-44,1.71e-45
4748,1.908e-44,1.71e-45
4749,1.885e-44,1.7e-45
4750,1.883e-44,1.7e-45
4751,1.876e-44,1.7e-45
4752,1.854e-44,1.77e-45
4753,1.856e-44,1.78e-45
4754,1.861e-44,1.94e-45
4755,1.836e-44,1.93e-45
4756,1.821e-44,2.12e-45
4757,1.8e-44,2.12e-45
4758,1.788e-44,2.24e-45
4759,1.767e-44,2.23e-45
4760,1.752e-44,2.09e-45
4761,1.751e-44,2.32e-45
4762,1.741e-44,2.12e-45
4763,1.735e-44,2.38e-45
4764,1.725e-44,2.18e-45
4765,1.723e-44,2.79e-45
4766,1.714e-44,2.43e-45
4767,1.753e-44,2.11e-45
4768,1.833e-44,2.19e-45
4769,1.749e-44,2.17e-45
5599,0,8.47e-46
5600,0,8.44e-46
5601,0,8.43e-46
5602,0,8.41e-46
5603,0,8.44e-46
5604,0,8.44e-46
5605,0,8.41e-46
5606,0,8.44e-46
5607,0,8.41e-46
5608,0,8.38e-46
5609,0,8.42e-46
5610,0,8.41e-46
5611,0,8.43e-46
5612,0,8.42e-46
5613,0,8.38e-46
5614,0,8.41e-46
5615,0,8.42e-46
5616,0,8.4e-46
5617,0,8.4e-46
5618,0,8.4e-46
5619,0,8.4e-46
5620,0,8.41e-46
5621,0,8.4e-46
5622,0,8.36e-46
5623,0,8.4e-46
5624,0,8.4e-46
5625,0,8.41e-46
5626,0,8.43e-46
5627,0,8.38e-46
5628,0,8.39e-46
5629,0,8.43e-46
5630,0,8.41e-46
5631,0,8.4e-46
5632,0,8.4e-46
5633,0,8.43e-46
5634,0,8.37e-46
5635,0,8.38e-46
5636,0,8.4e-46
5637,0,8.4e-46
5638,0,8.39e-46
5639,0,8.42e-46
5640,0,8.45e-46
5641,0,8.46e-46
5642,0,8.4e-46
5643,0,8.38e-46
5644,0,8.4e-46
5645,0,8.38e-46
5646,0,8.4e-46
5647,0,8.39e-46
5648,0,8.35e-46
5649,0,8.38e-46
5650,0,8.42e-46
5651,0,8.43e-46
5652,0,8.45e-46
5653,0,8.39e-46
5654,0,8.4e-46
5655,0,8.38e-46
5656,0,8.39e-46
5657,0,8.4e-46
5658,0,8.38e-46
5659,0,8.44e-46
5660,0,8.43e-46
5661,0,8.42e-46
5662,0,8.41e-46
5663,0,8.37e-46
5664,0,8.39e-46
5665,0,8.41e-46
5666,0,8.42e-46
5667,0,8.41e-46
5668,0,8.41e-46
5669,0,8.39e-46
5670,0,8.36e-46
5671,0,8.39e-46
5672,0,8.39e-46
5673,0,8.45e-46
5674,0,8.43e-46
5675,0,8.45e-46
5676,0,8.39e-46
5677,0,8.37e-46
5678,0,8.4e-46
5679,0,8.39e-46
5680,0,8.4e-46
5681,0,8.42e-46
5682,0,8.4e-46
5683,0,8.41e-46
5684,0,8.38e-46
5685,0,8.39e-46
5686,0,8.4e-46
5687,0,8.39e-46
5688,0,8.35e-46
5689,0,8.36e-46
5690,0,8.38e-46
5691,0,8.41e-46
5692,0,8.42e-46
5693,0,8.41e-46
5694,0,8.39e-46
5695,0,8.39e-46
5696,0,8.36e-46
5697,0,8.41e-46
5698,0,8.44e-46
5699,0,8.43e-46
5700,0,8.34e-46
5701,0,8.35e-46
5702,0,8.43e-46
5703,0,8.41e-46
5704,0,8.4e-46
5705,0,8.42e-46
5706,0,8.41e-46
5707,0,8.36e-46
5708,0,8.36e-46
5709,0,8.39e-46
5710,0,8.39e-46
5711,0,8.4e-46
5712,0,8.41e-46
5713,0,8.42e-46
5714,0,8.42e-46
5715,0,8.33e-46
5716,0,8.38e-46
5717,0,8.39e-46
5718,0,8.35e-46
5719,0,8.38e-46
5720,0,8.41e-46
5721,0,8.42e-46
5722,0,8.38e-46
5723,0,8.37e-46
5724,0,8.41e-46
5725,0,8.38e-46
5726,0,8.35e-46
5727,0,8.36e-46
5728,0,8.4e-46
5729,0,8.44e-46
5730,0,8.37e-46
5731,0,8.37e-46
5732,0,8.36e-46
5733,0,8.39e-46
5734,0,8.42e-46
5735,0,8.41e-46
5736,0,8.44e-46
5737,0,8.4e-46
5738,0,8.39e-46
5739,0,8.4e-46
5740,0,8.38e-46
5741,0,8.4e-46
5742,0,8.36e-46
5743,0,8.39e-46
5744,0,8.4e-46
5745,0,8.37e-46
5746,0,8.34e-46
5747,0,8.34e-46
5748,0,8.33e-46
5749,0,8.36e-46
5750,0,8.43e-46
5751,0,8.39e-46
5752,0,8.41e-46
5753,0,8.39e-46
5754,0,8.37e-46
5755,0,8.4e-46
5756,0,8.36e-46
5757,0,8.3e-46
5758,0,8.43e-46
5759,0,8.42e-46
5760,0,8.38e-46
5761,0,8.4e-46
5762,0,8.37e-46
5763,0,8.4e-46
5764,0,8.41e-46
5765,0,8.41e-46
5766,0,8.44e-46
5767,0,8.37e-46
5768,0,8.4e-46
5769,0,8.45e-46
5770,0,8.39e-46
5771,0,8.41e-46
5772,0,8.36e-46
5773,0,8.39e-46
5774,0,8.38e-46
5775,0,8.39e-46
5776,0,8.4e-46
5777,0,8.35e-46
5778,0,8.39e-46
5779,0,8.43e-46
5780,0,8.4e-46
5781,0,8.41e-46
5782,0,8.41e-46
5783,0,8.39e-46
5784,0,8.36e-46
5785,0,8.41e-46
5786,0,8.38e-46
5787,0,8.38e-46
5788,0,8.37e-46
5789,0,8.38e-46
5790,0,8.4e-46
5791,0,8.39e-46
5792,0,8.4e-46
5793,0,8.36e-46
5794,0,8.36e-46
5795,0,8.36e-46
5796,0,8.41e-46
5797,0,8.41e-46
5798,0,8.36e-46
5799,0,8.36e-46
5800,0,8.39e-46
5801,0,8.39e-46
5802,0,8.39e-46
5803,0,8.39e-46
5804,0,8.42e-46
5805,0,8.43e-46
5806,0,8.4e-46
5807,0,8.41e-46
5808,0,8.41e-46
5809,0,8.4e-46
5810,0,8.4e-46
5811,0,8.39e-46
5812,0,8.36e-46
5813,0,8.35e-46
5814,0,8.4e-46
5815,0,8.37e-46
5816,0,8.38e-46
5817,4.7e-47,8.45e-46
5818,0,8.39e-46
5819,0,8.44e-46
5820,1.58e-46,8.43e-46
5821,0,8.36e-46
5822,0,8.38e-46
5823,0,8.37e-46
5824,0,8.35e-46
5825,0,8.35e-46
5826,0,8.37e-46
5827,1.38e-46,8.46e-46
5828,1.1e-47,8.41e-46
5829,0,8.36e-46
5830,0,8.4e-46
5831,0,8.39e-46
5832,0,8.4e-46
5833,0,8.39e-46
5834,0,8.39e-46
5835,0,8.39e-46
5836,0,8.35e-46
5837,0,8.39e-46
5838,0,8.42e-46
5839,0,8.37e-46
5840,0,8.4e-46
5841,0,8.4e-46
5842,0,8.37e-46
5843,0,8.43e-46
5844,0,8.38e-46
5845,0,8.39e-46
5846,0,8.41e-46
5847,0,8.39e-46
5848,0,8.32e-46
5849,0,8.39e-46
5850,0,8.42e-46
5851,0,8.35e-46
5852,0,8.36e-46
5853,0,8.42e-46
5854,0,8.39e-46
5855,0,8.4e-46
5856,0,8.4e-46
5857,0,8.38e-46
5858,0,8.37e-46
5859,0,8.38e-46
5860,0,8.39e-46
5861,0,8.38e-46
5862,0,8.41e-46
5863,0,8.33e-46
5864,0,8.35e-46
5865,0,8.42e-46
5866,0,8.43e-46
5867,0,8.38e-46
5868,0,8.38e-46
5869,5.7e-47,8.39e-46
5870,1.37e-46,8.44e-46
5871,6.8e-47,8.42e-46
5872,0,8.29e-46
5873,0,8.33e-46
5874,0,8.37e-46
5875,0,8.4e-46
5876,1.55e-46,8.42e-46
5877,2.1e-46,8.4e-46
5878,0,8.41e-46
5879,1.85e-46,8.43e-46
5880,8.2e-47,8.41e-46
5881,0,8.35e-46
5882,0,8.33e-46
5883,0,8.38e-46
5884,0,8.4e-46
5885,0,8.39e-46
5886,0,8.36e-46
5887,0,8.35e-46
5888,0,8.36e-46
5889,0,8.38e-46
5890,0,8.4e-46
5891,0,8.39e-46
5892,3.6e-47,8.42e-46
5893,0,8.37e-46
5894,0,8.33e-46
5895,0,8.39e-46
5896,5.4e-47,8.43e-46
5897,0,8.38e-46
5898,0,8.39e-46
5899,8.8e-47,8.41e-46
5900,9.3e-47,8.41e-46
5901,0,8.42e-46
5902,1.48e-46,8.45e-46
5903,1.68e-46,8.41e-46
5904,0,8.37e-46
5905,0,8.37e-46
5906,0,8.31e-46
5907,0,8.33e-46
5908,0,8.35e-46
5909,0,8.38e-46
5910,0,8.42e-46
5911,2.6e-47,8.43e-46
5912,0,8.38e-46
5913,9.7e-47,8.39e-46
5914,0,8.39e-46
5915,0,8.37e-46
5916,7.1e-47,8.39e-46
5917,0,8.38e-46
5918,0,8.35e-46
5919,0,8.38e-46
5920,2e-46,8.43e-46
5921,0,8.38e-46
5922,0,8.39e-46
5923,0,8.39e-46
5924,0,8.35e-46
5925,0,8.33e-46
5926,0,8.35e-46
5927,1.16e-46,8.37e-46
5928,0,8.39e-46
5929,2.65e-46,8.45e-46
5930,0,8.39e-46
5931,0,8.34e-46
5932,0,8.36e-46
5933,0,8.43e-46
5934,0,8.41e-46
5935,0,8.41e-46
5936,0,8.38e-46
5937,0,8.38e-46
5938,4.36e-46,8.43e-46
5939,0,8.35e-46
5940,0,8.39e-46
5941,3.3e-47,8.45e-46
5942,0,8.41e-46
5943,0,8.41e-46
5944,0,8.35e-46
5945,0,8.37e-46
5946,0,8.4e-46
5947,0,8.35e-46
5948,0,8.37e-46
5949,0,8.34e-46
5950,0,8.38e-46
5951,0,8.41e-46
5952,0,8.37e-46
5953,0,8.44e-46
5954,1.43e-46,8.44e-46
5955,0,8.36e-46
5956,0,8.35e-46
5957,0,8.39e-46
5958,0,8.37e-46
5959,0,8.32e-46
5960,0,8.37e-46
5961,0,8.25e-46
5962,0,8.37e-46
