Wavenumber [cm^-1],BACs [cm^5 molecule^-2] T = 498 K,Sistematic errors [cm^5 molecule^-2]
4068,4.512e-44,3.88e-45
4069,4.556e-44,3.89e-45
4070,4.606e-44,3.91e-45
4071,4.651e-44,3.93e-45
4072,4.698e-44,3.94e-45
4073,4.737e-44,3.94e-45
4074,4.776e-44,3.89e-45
4075,4.815e-44,3.9e-45
4076,4.855e-44,3.91e-45
4077,4.894e-44,3.95e-45
4078,4.933e-44,3.98e-45
4079,4.972e-44,4.05e-45
4080,5.012e-44,4.04e-45
4081,5.051e-44,4.05e-45
4082,5.09e-44,4.07e-45
4083,5.135e-44,4.08e-45
4084,5.189e-44,4.09e-45
4085,5.228e-44,4.11e-45
4086,5.276e-44,4.13e-45
4087,5.337e-44,4.17e-45
4088,5.386e-44,4.22e-45
4089,5.43e-44,4.2e-45
4090,5.416e-44,4.17e-45
4091,5.432e-44,4.18e-45
4092,5.473e-44,4.19e-45
4093,5.526e-44,4.2e-45
4094,5.546e-44,4.21e-45
4095,5.565e-44,4.22e-45
4096,5.617e-44,4.23e-45
4097,5.658e-44,4.24e-45
4098,5.703e-44,4.26e-45
4099,5.721e-44,4.26e-45
4100,5.758e-44,4.28e-45
4101,5.795e-44,4.29e-45
4102,5.829e-44,4.3e-45
4103,5.861e-44,4.31e-45
4104,5.895e-44,4.32e-45
4105,5.928e-44,4.33e-45
4106,5.961e-44,4.36e-45
4107,5.994e-44,4.34e-45
4108,6.027e-44,4.33e-45
4109,6.06e-44,4.31e-45
4110,6.093e-44,4.36e-45
4111,6.126e-44,4.35e-45
4112,6.159e-44,4.39e-45
4113,6.192e-44,4.41e-45
4114,6.225e-44,4.42e-45
4115,6.258e-44,4.44e-45
4116,6.287e-44,4.45e-45
4117,6.324e-44,4.47e-45
4118,6.342e-44,4.48e-45
4119,6.377e-44,4.49e-45
4120,6.426e-44,4.5e-45
4121,6.448e-44,4.51e-45
4122,6.459e-44,4.51e-45
4123,6.486e-44,4.52e-45
4124,6.479e-44,4.52e-45
4125,6.392e-44,4.49e-45
4126,6.332e-44,4.45e-45
4127,6.484e-44,4.51e-45
4128,6.574e-44,4.55e-45
4129,6.627e-44,4.57e-45
4130,6.649e-44,4.58e-45
4131,6.694e-44,4.59e-45
4132,6.748e-44,4.62e-45
4133,6.796e-44,4.66e-45
4134,6.825e-44,4.68e-45
4135,6.794e-44,4.66e-45
4136,6.785e-44,4.63e-45
4137,6.818e-44,4.64e-45
4138,6.86e-44,4.67e-45
4139,6.884e-44,4.69e-45
4140,6.895e-44,4.68e-45
4141,6.91e-44,4.67e-45
4142,6.925e-44,4.68e-45
4143,6.939e-44,4.72e-45
4144,6.954e-44,4.69e-45
4145,6.974e-44,4.7e-45
4146,6.983e-44,4.71e-45
4147,7.011e-44,4.71e-45
4148,7.045e-44,4.71e-45
4149,7.033e-44,4.72e-45
4150,7.028e-44,4.72e-45
4151,7.041e-44,4.72e-45
4152,7.052e-44,4.72e-45
4153,7.04e-44,4.73e-45
4154,6.911e-44,4.68e-45
4155,6.577e-44,4.53e-45
4156,6.742e-44,4.59e-45
4157,6.998e-44,4.7e-45
4158,7.063e-44,4.74e-45
4159,7.085e-44,4.76e-45
4160,7.065e-44,4.75e-45
4161,6.999e-44,4.71e-45
4162,7.02e-44,4.72e-45
4163,7.045e-44,4.73e-45
4164,7.034e-44,4.73e-45
4165,7.027e-44,4.73e-45
4166,7.026e-44,4.73e-45
4167,7.018e-44,4.73e-45
4168,6.992e-44,4.72e-45
4169,7.002e-44,4.73e-45
4170,6.998e-44,4.73e-45
4171,6.986e-44,4.73e-45
4172,6.977e-44,4.72e-45
4173,6.968e-44,4.69e-45
4174,6.958e-44,4.71e-45
4175,6.949e-44,4.71e-45
4176,6.939e-44,4.72e-45
4177,6.933e-44,4.72e-45
4178,6.927e-44,4.71e-45
4179,6.916e-44,4.71e-45
4180,6.907e-44,4.71e-45
4181,6.912e-44,4.73e-45
4182,6.911e-44,4.73e-45
4183,6.872e-44,4.71e-45
4184,6.855e-44,4.7e-45
4185,6.845e-44,4.69e-45
4186,6.846e-44,4.7e-45
4187,6.845e-44,4.71e-45
4188,6.843e-44,4.71e-45
4189,6.809e-44,4.69e-45
4190,6.782e-44,4.69e-45
4191,6.751e-44,4.68e-45
4192,6.745e-44,4.67e-45
4193,6.715e-44,4.67e-45
4194,6.71e-44,4.68e-45
4195,6.677e-44,4.67e-45
4196,6.653e-44,4.65e-45
4197,6.623e-44,4.64e-45
4198,6.585e-44,4.63e-45
4199,6.563e-44,4.63e-45
4200,6.539e-44,4.61e-45
4201,6.515e-44,4.6e-45
4202,6.491e-44,4.59e-45
4203,6.468e-44,4.58e-45
4204,6.444e-44,4.59e-45
4205,6.42e-44,4.57e-45
4206,6.396e-44,4.56e-45
4207,6.373e-44,4.57e-45
4208,6.333e-44,4.57e-45
4209,6.306e-44,4.55e-45
4210,6.267e-44,4.54e-45
4211,6.261e-44,4.54e-45
4212,6.244e-44,4.53e-45
4213,6.184e-44,4.52e-45
4214,6.171e-44,4.52e-45
4215,6.175e-44,4.52e-45
4216,6.148e-44,4.51e-45
4217,6.112e-44,4.51e-45
4218,6.098e-44,4.5e-45
4219,6.055e-44,4.49e-45
4220,6.018e-44,4.47e-45
4221,5.981e-44,4.47e-45
4222,5.937e-44,4.46e-45
4223,5.925e-44,4.45e-45
4224,5.878e-44,4.44e-45
4225,5.853e-44,4.43e-45
4226,5.837e-44,4.42e-45
4227,5.802e-44,4.41e-45
4228,5.762e-44,4.4e-45
4229,5.73e-44,4.38e-45
4230,5.699e-44,4.36e-45
4231,5.667e-44,4.36e-45
4232,5.635e-44,4.36e-45
4233,5.603e-44,4.35e-45
4234,5.561e-44,4.35e-45
4235,5.509e-44,4.34e-45
4236,5.482e-44,4.33e-45
4237,5.453e-44,4.31e-45
4238,5.428e-44,4.31e-45
4239,5.404e-44,4.31e-45
4240,5.38e-44,4.3e-45
4241,5.333e-44,4.29e-45
4242,5.309e-44,4.28e-45
4243,5.278e-44,4.27e-45
4244,5.256e-44,4.26e-45
4245,5.209e-44,4.25e-45
4246,5.173e-44,4.24e-45
4247,5.14e-44,4.23e-45
4248,5.112e-44,4.22e-45
4249,5.086e-44,4.21e-45
4250,5.071e-44,4.21e-45
4251,5.043e-44,4.21e-45
4252,5.003e-44,4.2e-45
4253,4.972e-44,4.19e-45
4254,4.959e-44,4.17e-45
4255,4.908e-44,4.17e-45
4256,4.894e-44,4.17e-45
4257,4.862e-44,4.16e-45
4258,4.825e-44,4.14e-45
4259,4.808e-44,4.13e-45
4260,4.774e-44,4.12e-45
4261,4.74e-44,4.11e-45
4262,4.681e-44,4.1e-45
4263,4.634e-44,4.09e-45
4264,4.615e-44,4.08e-45
4265,4.589e-44,4.07e-45
4266,4.564e-44,4.07e-45
4267,4.521e-44,4.06e-45
4268,4.492e-44,4.05e-45
4269,4.444e-44,4.04e-45
4270,4.414e-44,4.03e-45
4271,4.419e-44,4.02e-45
4272,4.384e-44,4.01e-45
4273,4.35e-44,4.01e-45
4274,4.314e-44,3.99e-45
4275,4.272e-44,3.98e-45
4276,4.239e-44,3.98e-45
4277,4.204e-44,3.97e-45
4278,4.2e-44,3.96e-45
4279,4.165e-44,3.96e-45
4280,4.146e-44,3.95e-45
4281,4.119e-44,3.94e-45
4282,4.078e-44,3.93e-45
4283,4.042e-44,3.92e-45
4284,4.011e-44,3.91e-45
4285,3.987e-44,3.9e-45
4286,3.963e-44,3.9e-45
4287,3.946e-44,3.89e-45
4288,3.91e-44,3.88e-45
4289,3.897e-44,3.88e-45
4290,3.861e-44,3.87e-45
4291,3.84e-44,3.86e-45
4292,3.79e-44,3.85e-45
4293,3.777e-44,3.84e-45
4294,3.739e-44,3.83e-45
4295,3.735e-44,3.83e-45
4296,3.728e-44,3.82e-45
4297,3.672e-44,3.81e-45
4298,3.637e-44,3.8e-45
4299,3.637e-44,3.8e-45
4300,3.619e-44,3.79e-45
4301,3.57e-44,3.78e-45
4302,3.544e-44,3.78e-45
4303,3.537e-44,3.77e-45
4304,3.527e-44,3.77e-45
4305,3.487e-44,3.76e-45
4306,3.458e-44,3.75e-45
4307,3.446e-44,3.75e-45
4308,3.424e-44,3.74e-45
4309,3.381e-44,3.73e-45
4310,3.368e-44,3.72e-45
4311,3.35e-44,3.72e-45
4312,3.336e-44,3.71e-45
4313,3.312e-44,3.7e-45
4314,3.262e-44,3.7e-45
4315,3.227e-44,3.69e-45
4316,3.199e-44,3.68e-45
4317,3.194e-44,3.68e-45
4318,3.174e-44,3.67e-45
4319,3.129e-44,3.66e-45
4320,3.143e-44,3.66e-45
4321,3.133e-44,3.66e-45
4322,3.09e-44,3.64e-45
4323,3.058e-44,3.64e-45
4324,3.039e-44,3.63e-45
4325,3.033e-44,3.62e-45
4326,3e-44,3.62e-45
4327,2.986e-44,3.61e-45
4328,2.982e-44,3.61e-45
4329,2.956e-44,3.6e-45
4330,2.91e-44,3.6e-45
4331,2.904e-44,3.59e-45
4332,2.864e-44,3.59e-45
4333,2.86e-44,3.58e-45
4334,2.857e-44,3.57e-45
4335,2.817e-44,3.56e-45
4336,2.8e-44,3.56e-45
4337,2.781e-44,3.56e-45
4338,2.773e-44,3.55e-45
4339,2.769e-44,3.55e-45
4340,2.743e-44,3.54e-45
4341,2.699e-44,3.53e-45
4342,2.676e-44,3.53e-45
4343,2.678e-44,3.52e-45
4344,2.645e-44,3.52e-45
4345,2.622e-44,3.51e-45
4346,2.629e-44,3.51e-45
4347,2.614e-44,3.5e-45
4348,2.615e-44,3.5e-45
4349,2.586e-44,3.5e-45
4350,2.567e-44,3.49e-45
4351,2.539e-44,3.49e-45
4352,2.538e-44,3.48e-45
4353,2.521e-44,3.48e-45
4354,2.504e-44,3.47e-45
4355,2.479e-44,3.47e-45
4356,2.454e-44,3.46e-45
4357,2.444e-44,3.46e-45
4358,2.437e-44,3.45e-45
4359,2.417e-44,3.45e-45
4360,2.409e-44,3.44e-45
4361,2.387e-44,3.44e-45
4362,2.393e-44,3.44e-45
4363,2.378e-44,3.43e-45
4364,2.354e-44,3.43e-45
4365,2.347e-44,3.42e-45
4366,2.33e-44,3.42e-45
4367,2.321e-44,3.41e-45
4368,2.293e-44,3.41e-45
4369,2.265e-44,3.4e-45
4370,2.258e-44,3.4e-45
4371,2.264e-44,3.4e-45
4372,2.264e-44,3.4e-45
4373,2.253e-44,3.39e-45
4374,2.228e-44,3.39e-45
4375,2.203e-44,3.38e-45
4376,2.213e-44,3.38e-45
4377,2.214e-44,3.38e-45
4378,2.171e-44,3.37e-45
4379,2.162e-44,3.37e-45
4380,2.155e-44,3.36e-45
4381,2.15e-44,3.36e-45
4382,2.145e-44,3.36e-45
4383,2.15e-44,3.36e-45
4384,2.139e-44,3.36e-45
4385,2.108e-44,3.35e-45
4386,2.103e-44,3.35e-45
4387,2.083e-44,3.34e-45
4388,2.067e-44,3.34e-45
4389,2.052e-44,3.33e-45
4390,2.051e-44,3.33e-45
4391,2.052e-44,3.33e-45
4392,2.02e-44,3.32e-45
4393,2.012e-44,3.32e-45
4394,2.017e-44,3.32e-45
4395,2.003e-44,3.32e-45
4396,2.011e-44,3.31e-45
4397,1.99e-44,3.31e-45
4398,1.987e-44,3.31e-45
4399,1.967e-44,3.31e-45
4400,1.962e-44,3.3e-45
4401,1.949e-44,3.3e-45
4402,1.942e-44,3.3e-45
4403,1.946e-44,3.29e-45
4404,1.94e-44,3.29e-45
4405,1.924e-44,3.29e-45
4406,1.914e-44,3.29e-45
4407,1.906e-44,3.29e-45
4408,1.875e-44,3.28e-45
4409,1.89e-44,3.28e-45
4410,1.874e-44,3.28e-45
4411,1.872e-44,3.28e-45
4412,1.851e-44,3.27e-45
4413,1.836e-44,3.27e-45
4414,1.852e-44,3.26e-45
4415,1.839e-44,3.26e-45
4416,1.822e-44,3.26e-45
4417,1.81e-44,3.26e-45
4418,1.814e-44,3.25e-45
4419,1.795e-44,3.25e-45
4420,1.813e-44,3.25e-45
4421,1.801e-44,3.25e-45
4422,1.784e-44,3.24e-45
4423,1.788e-44,3.24e-45
4424,1.755e-44,3.24e-45
4425,1.745e-44,3.23e-45
4426,1.759e-44,3.23e-45
4427,1.756e-44,3.23e-45
4428,1.736e-44,3.23e-45
4429,1.715e-44,3.22e-45
4430,1.715e-44,3.22e-45
4431,1.711e-44,3.22e-45
4432,1.694e-44,3.22e-45
4433,1.714e-44,3.22e-45
4434,1.699e-44,3.22e-45
4435,1.689e-44,3.21e-45
4436,1.702e-44,3.21e-45
4437,1.686e-44,3.21e-45
4438,1.692e-44,3.21e-45
4439,1.683e-44,3.21e-45
4440,1.661e-44,3.2e-45
4441,1.643e-44,3.2e-45
4442,1.666e-44,3.2e-45
4443,1.671e-44,3.2e-45
4444,1.666e-44,3.2e-45
4445,1.626e-44,3.19e-45
4446,1.628e-44,3.19e-45
4447,1.64e-44,3.19e-45
4448,1.647e-44,3.19e-45
4449,1.626e-44,3.18e-45
4450,1.634e-44,3.18e-45
4451,1.624e-44,3.18e-45
4452,1.612e-44,3.18e-45
4453,1.615e-44,3.18e-45
4454,1.595e-44,3.18e-45
4455,1.597e-44,3.17e-45
4456,1.607e-44,3.17e-45
4457,1.604e-44,3.17e-45
4458,1.596e-44,3.17e-45
4459,1.587e-44,3.17e-45
4460,1.584e-44,3.17e-45
4461,1.562e-44,3.16e-45
4462,1.588e-44,3.17e-45
4463,1.575e-44,3.16e-45
4464,1.565e-44,3.16e-45
4465,1.551e-44,3.16e-45
4466,1.54e-44,3.15e-45
4467,1.547e-44,3.15e-45
4468,1.541e-44,3.15e-45
4469,1.55e-44,3.15e-45
4470,1.541e-44,3.15e-45
4471,1.534e-44,3.15e-45
4472,1.516e-44,3.14e-45
4473,1.528e-44,3.15e-45
4474,1.528e-44,3.15e-45
4475,1.511e-44,3.15e-45
4476,1.52e-44,3.14e-45
4477,1.499e-44,3.14e-45
4478,1.504e-44,3.14e-45
4479,1.517e-44,3.14e-45
4480,1.523e-44,3.13e-45
4481,1.487e-44,3.13e-45
4482,1.473e-44,3.13e-45
4483,1.478e-44,3.13e-45
4484,1.5e-44,3.13e-45
4485,1.48e-44,3.13e-45
4486,1.463e-44,3.12e-45
4487,1.475e-44,3.13e-45
4488,1.476e-44,3.12e-45
4489,1.456e-44,3.12e-45
4490,1.462e-44,3.12e-45
4491,1.45e-44,3.12e-45
4492,1.453e-44,3.12e-45
4493,1.442e-44,3.11e-45
4494,1.437e-44,3.11e-45
4495,1.457e-44,3.12e-45
4496,1.443e-44,3.11e-45
4497,1.406e-44,3.1e-45
4498,1.443e-44,3.11e-45
4499,1.449e-44,3.11e-45
4500,1.43e-44,3.11e-45
4501,1.424e-44,3.1e-45
4502,1.429e-44,3.1e-45
4503,1.428e-44,3.1e-45
4504,1.422e-44,3.1e-45
4505,1.439e-44,3.1e-45
4506,1.421e-44,3.1e-45
4507,1.411e-44,3.1e-45
4508,1.392e-44,3.09e-45
4509,1.409e-44,3.1e-45
4510,1.417e-44,3.1e-45
4511,1.41e-44,3.1e-45
4512,1.385e-44,3.09e-45
4513,1.385e-44,3.09e-45
4514,1.403e-44,3.09e-45
4515,1.392e-44,3.09e-45
4516,1.388e-44,3.09e-45
4517,1.369e-44,3.08e-45
4518,1.366e-44,3.08e-45
4519,1.365e-44,3.08e-45
4520,1.355e-44,3.08e-45
4521,1.356e-44,3.08e-45
4522,1.367e-44,3.08e-45
4523,1.385e-44,3.08e-45
4524,1.366e-44,3.07e-45
4525,1.345e-44,3.07e-45
4526,1.339e-44,3.07e-45
4527,1.311e-44,3.07e-45
4528,1.328e-44,3.07e-45
4529,1.341e-44,3.07e-45
4530,1.363e-44,3.07e-45
4531,1.367e-44,3.07e-45
4532,1.336e-44,3.06e-45
4533,1.328e-44,3.06e-45
4534,1.321e-44,3.06e-45
4535,1.316e-44,3.06e-45
4536,1.326e-44,3.06e-45
4537,1.308e-44,3.06e-45
4538,1.284e-44,3.05e-45
4539,1.299e-44,3.05e-45
4540,1.307e-44,3.05e-45
4541,1.299e-44,3.05e-45
4542,1.302e-44,3.05e-45
4543,1.29e-44,3.05e-45
4544,1.273e-44,3.05e-45
4545,1.289e-44,3.05e-45
4546,1.299e-44,3.05e-45
4547,1.285e-44,3.05e-45
4548,1.267e-44,3.04e-45
4549,1.271e-44,3.04e-45
4550,1.284e-44,3.04e-45
4551,1.295e-44,3.04e-45
4552,1.291e-44,3.04e-45
4553,1.302e-44,3.04e-45
4554,1.268e-44,3.04e-45
4555,1.247e-44,3.03e-45
4556,1.258e-44,3.03e-45
4557,1.269e-44,3.03e-45
4558,1.269e-44,3.03e-45
4559,1.263e-44,3.03e-45
4560,1.301e-44,3.04e-45
4561,1.278e-44,3.03e-45
4562,1.26e-44,3.03e-45
4563,1.26e-44,3.03e-45
4564,1.276e-44,3.03e-45
4565,1.281e-44,3.03e-45
4566,1.255e-44,3.03e-45
4567,1.251e-44,3.03e-45
4568,1.236e-44,3.03e-45
4569,1.245e-44,3.02e-45
4570,1.278e-44,3.03e-45
4571,1.27e-44,3.02e-45
4572,1.244e-44,3.02e-45
4573,1.236e-44,3.02e-45
4574,1.247e-44,3.02e-45
4575,1.26e-44,3.02e-45
4576,1.271e-44,3.02e-45
4577,1.247e-44,3.02e-45
4578,1.213e-44,3.02e-45
4579,1.219e-44,3.02e-45
4580,1.243e-44,3.02e-45
4581,1.275e-44,3.02e-45
4582,1.284e-44,3.02e-45
4583,1.279e-44,3.02e-45
4584,1.274e-44,3.02e-45
4585,1.265e-44,3.02e-45
4586,1.228e-44,3.02e-45
4587,1.207e-44,3.01e-45
4588,1.249e-44,3.02e-45
4589,1.265e-44,3.02e-45
4590,1.227e-44,3.01e-45
4591,1.203e-44,3.01e-45
4592,1.26e-44,3.02e-45
4593,1.285e-44,3.02e-45
4594,1.26e-44,3.02e-45
4595,1.25e-44,3.02e-45
4596,1.244e-44,3.02e-45
4597,1.246e-44,3.02e-45
4598,1.263e-44,3.02e-45
4599,1.268e-44,3.02e-45
4600,1.239e-44,3.02e-45
4601,1.235e-44,3.02e-45
4602,1.235e-44,3.02e-45
4603,1.232e-44,3.02e-45
4604,1.257e-44,3.02e-45
4605,1.254e-44,3.02e-45
4606,1.274e-44,3.02e-45
4607,1.273e-44,3.02e-45
4608,1.307e-44,3.02e-45
4609,1.296e-44,3.02e-45
4610,1.269e-44,3.02e-45
4611,1.253e-44,3.02e-45
4612,1.274e-44,3.02e-45
4613,1.29e-44,3.02e-45
4614,1.274e-44,3.02e-45
4615,1.274e-44,3.02e-45
4616,1.296e-44,3.03e-45
4617,1.292e-44,3.02e-45
4618,1.267e-44,3.02e-45
4619,1.27e-44,3.03e-45
4620,1.295e-44,3.03e-45
4621,1.319e-44,3.03e-45
4622,1.325e-44,3.03e-45
4623,1.324e-44,3.04e-45
4624,1.306e-44,3.03e-45
4625,1.276e-44,3.02e-45
4626,1.303e-44,3.03e-45
4627,1.358e-44,3.04e-45
4628,1.318e-44,3.03e-45
4629,1.349e-44,3.04e-45
4630,1.325e-44,3.04e-45
4631,1.326e-44,3.04e-45
4632,1.367e-44,3.04e-45
4633,1.37e-44,3.04e-45
4634,1.349e-44,3.04e-45
4635,1.348e-44,3.04e-45
4636,1.388e-44,3.05e-45
4637,1.401e-44,3.05e-45
4638,1.371e-44,3.04e-45
4639,1.368e-44,3.04e-45
4640,1.379e-44,3.05e-45
4641,1.359e-44,3.05e-45
4642,1.357e-44,3.05e-45
4643,1.387e-44,3.06e-45
4644,1.42e-44,3.06e-45
4645,1.401e-44,3.06e-45
4646,1.376e-44,3.05e-45
4647,1.39e-44,3.06e-45
4648,1.394e-44,3.06e-45
4649,1.42e-44,3.06e-45
4650,1.461e-44,3.06e-45
4651,1.422e-44,3.06e-45
4652,1.423e-44,3.06e-45
4653,1.445e-44,3.07e-45
4654,1.477e-44,3.07e-45
4655,1.49e-44,3.08e-45
4656,1.472e-44,3.07e-45
4657,1.483e-44,3.07e-45
4658,1.501e-44,3.08e-45
4659,1.517e-44,3.08e-45
4660,1.511e-44,3.08e-45
4661,1.552e-44,3.09e-45
4662,1.564e-44,3.09e-45
4663,1.501e-44,3.08e-45
4664,1.521e-44,3.09e-45
4665,1.52e-44,3.09e-45
4666,1.523e-44,3.09e-45
4667,1.538e-44,3.09e-45
4668,1.538e-44,3.09e-45
4669,1.571e-44,3.09e-45
4670,1.577e-44,3.1e-45
4671,1.575e-44,3.1e-45
4672,1.569e-44,3.1e-45
4673,1.586e-44,3.1e-45
4674,1.58e-44,3.1e-45
4675,1.582e-44,3.1e-45
4676,1.6e-44,3.1e-45
4677,1.611e-44,3.11e-45
4678,1.632e-44,3.11e-45
4679,1.607e-44,3.11e-45
4680,1.628e-44,3.11e-45
4681,1.655e-44,3.11e-45
4682,1.649e-44,3.11e-45
4683,1.661e-44,3.12e-45
4684,1.671e-44,3.12e-45
4685,1.644e-44,3.11e-45
4686,1.665e-44,3.11e-45
4687,1.684e-44,3.12e-45
4688,1.681e-44,3.12e-45
4689,1.686e-44,3.12e-45
4690,1.717e-44,3.12e-45
4691,1.738e-44,3.13e-45
4692,1.695e-44,3.12e-45
4693,1.707e-44,3.12e-45
4694,1.702e-44,3.12e-45
4695,1.727e-44,3.13e-45
4696,1.739e-44,3.13e-45
4697,1.744e-44,3.13e-45
4698,1.762e-44,3.13e-45
4699,1.727e-44,3.13e-45
4700,1.715e-44,3.13e-45
4701,1.731e-44,3.13e-45
4702,1.735e-44,3.13e-45
4703,1.752e-44,3.13e-45
4704,1.733e-44,3.13e-45
4705,1.741e-44,3.13e-45
4706,1.72e-44,3.13e-45
4707,1.742e-44,3.13e-45
4708,1.722e-44,3.13e-45
4709,1.712e-44,3.13e-45
4710,1.724e-44,3.13e-45
4711,1.698e-44,3.13e-45
4712,1.709e-44,3.13e-45
4713,1.652e-44,3.12e-45
4714,1.678e-44,3.12e-45
4715,1.66e-44,3.12e-45
4716,1.7e-44,3.13e-45
4717,1.651e-44,3.12e-45
4718,1.66e-44,3.13e-45
4719,1.675e-44,3.12e-45
4720,1.694e-44,3.13e-45
4721,1.665e-44,3.12e-45
4722,1.727e-44,3.14e-45
4723,1.676e-44,3.12e-45
4724,1.658e-44,3.12e-45
4725,1.668e-44,3.13e-45
4726,1.69e-44,3.91e-45
4727,1.663e-44,3.73e-45
4728,1.643e-44,3.69e-45
4729,1.688e-44,3.94e-45
4730,1.635e-44,3.82e-45
4731,1.636e-44,4.83e-45
4732,1.641e-44,3.58e-45
4733,1.782e-44,3.11e-45
4734,1.655e-44,3.39e-45
4735,1.592e-44,5e-45
4736,1.629e-44,5.11e-45
4737,1.601e-44,4.54e-45
4738,1.566e-44,4.87e-45
4739,1.569e-44,4.38e-45
4740,1.568e-44,4.97e-45
4741,1.566e-44,4.74e-45
4742,1.531e-44,5.05e-45
4743,1.538e-44,4.82e-45
4744,1.562e-44,4.98e-45
4745,1.521e-44,4.83e-45
4746,1.545e-44,5.2e-45
4747,1.495e-44,5.27e-45
