Wavenumber [cm^-1],BACs [cm^5 molecule^-2] T = 399 K,Sistematic errors [cm^5 molecule^-2]
4153,7.903e-44,4.73e-45
4154,7.756e-44,4.67e-45
4155,7.439e-44,4.51e-45
4156,7.624e-44,4.59e-45
4157,7.886e-44,4.71e-45
4158,7.96e-44,4.74e-45
4159,7.986e-44,4.75e-45
4160,7.962e-44,4.75e-45
4161,7.908e-44,4.72e-45
4162,7.932e-44,4.74e-45
4163,7.958e-44,4.75e-45
4164,7.947e-44,4.75e-45
4165,7.941e-44,4.75e-45
4166,7.933e-44,4.75e-45
4167,7.928e-44,4.75e-45
4168,7.918e-44,4.75e-45
4169,7.9e-44,4.74e-45
4170,7.89e-44,4.74e-45
4171,7.875e-44,4.74e-45
4172,7.869e-44,4.74e-45
4173,7.869e-44,4.74e-45
4174,7.859e-44,4.74e-45
4175,7.85e-44,4.73e-45
4176,7.845e-44,4.73e-45
4177,7.826e-44,4.73e-45
4178,7.813e-44,4.72e-45
4179,7.802e-44,4.72e-45
4180,7.788e-44,4.72e-45
4181,7.778e-44,4.72e-45
4182,7.774e-44,4.71e-45
4183,7.751e-44,4.71e-45
4184,7.728e-44,4.7e-45
4185,7.716e-44,4.7e-45
4186,7.707e-44,4.7e-45
4187,7.699e-44,4.7e-45
4188,7.674e-44,4.69e-45
4189,7.649e-44,4.68e-45
4190,7.619e-44,4.67e-45
4191,7.589e-44,4.67e-45
4192,7.563e-44,4.66e-45
4193,7.539e-44,4.65e-45
4194,7.516e-44,4.64e-45
4195,7.482e-44,4.63e-45
4196,7.447e-44,4.63e-45
4197,7.42e-44,4.62e-45
4198,7.399e-44,4.61e-45
4199,7.366e-44,4.6e-45
4200,7.339e-44,4.59e-45
4201,7.313e-44,4.58e-45
4202,7.281e-44,4.58e-45
4203,7.251e-44,4.57e-45
4204,7.219e-44,4.56e-45
4205,7.186e-44,4.55e-45
4206,7.15e-44,4.54e-45
4207,7.115e-44,4.53e-45
4208,7.086e-44,4.52e-45
4209,7.05e-44,4.51e-45
4210,7.007e-44,4.5e-45
4211,6.975e-44,4.49e-45
4212,6.944e-44,4.48e-45
4213,6.912e-44,4.47e-45
4214,6.874e-44,4.46e-45
4215,6.849e-44,4.45e-45
4216,6.814e-44,4.44e-45
4217,6.777e-44,4.43e-45
4218,6.743e-44,4.42e-45
4219,6.7e-44,4.41e-45
4220,6.654e-44,4.4e-45
4221,6.608e-44,4.38e-45
4222,6.573e-44,4.37e-45
4223,6.539e-44,4.36e-45
4224,6.502e-44,4.35e-45
4225,6.454e-44,4.34e-45
4226,6.42e-44,4.33e-45
4227,6.386e-44,4.31e-45
4228,6.346e-44,4.3e-45
4229,6.305e-44,4.29e-45
4230,6.267e-44,4.28e-45
4231,6.233e-44,4.27e-45
4232,6.19e-44,4.26e-45
4233,6.147e-44,4.25e-45
4234,6.114e-44,4.24e-45
4235,6.072e-44,4.22e-45
4236,6.029e-44,4.21e-45
4237,5.989e-44,4.2e-45
4238,5.957e-44,4.19e-45
4239,5.921e-44,4.18e-45
4240,5.886e-44,4.17e-45
4241,5.849e-44,4.16e-45
4242,5.805e-44,4.14e-45
4243,5.758e-44,4.13e-45
4244,5.727e-44,4.12e-45
4245,5.69e-44,4.11e-45
4246,5.65e-44,4.1e-45
4247,5.616e-44,4.09e-45
4248,5.577e-44,4.08e-45
4249,5.535e-44,4.07e-45
4250,5.492e-44,4.06e-45
4251,5.454e-44,4.04e-45
4252,5.433e-44,4.03e-45
4253,5.397e-44,4.02e-45
4254,5.359e-44,4.01e-45
4255,5.321e-44,4e-45
4256,5.279e-44,3.99e-45
4257,5.249e-44,3.98e-45
4258,5.229e-44,3.97e-45
4259,5.209e-44,3.97e-45
4260,5.158e-44,3.95e-45
4261,5.115e-44,3.94e-45
4262,5.07e-44,3.93e-45
4263,5.031e-44,3.91e-45
4264,4.989e-44,3.9e-45
4265,4.954e-44,3.89e-45
4266,4.922e-44,3.88e-45
4267,4.888e-44,3.87e-45
4268,4.854e-44,3.86e-45
4269,4.82e-44,3.85e-45
4270,4.789e-44,3.84e-45
4271,4.759e-44,3.83e-45
4272,4.727e-44,3.82e-45
4273,4.694e-44,3.81e-45
4274,4.657e-44,3.8e-45
4275,4.626e-44,3.8e-45
4276,4.587e-44,3.78e-45
4277,4.557e-44,3.77e-45
4278,4.524e-44,3.77e-45
4279,4.495e-44,3.76e-45
4280,4.465e-44,3.74e-45
4281,4.432e-44,3.74e-45
4282,4.395e-44,3.73e-45
4283,4.374e-44,3.72e-45
4284,4.344e-44,3.71e-45
4285,4.308e-44,3.7e-45
4286,4.269e-44,3.69e-45
4287,4.257e-44,3.68e-45
4288,4.232e-44,3.67e-45
4289,4.195e-44,3.66e-45
4290,4.165e-44,3.66e-45
4291,4.141e-44,3.65e-45
4292,4.105e-44,3.64e-45
4293,4.081e-44,3.63e-45
4294,4.058e-44,3.62e-45
4295,4.039e-44,3.61e-45
4296,4.008e-44,3.61e-45
4297,3.97e-44,3.6e-45
4298,3.944e-44,3.59e-45
4299,3.918e-44,3.58e-45
4300,3.901e-44,3.57e-45
4301,3.872e-44,3.57e-45
4302,3.839e-44,3.56e-45
4303,3.804e-44,3.55e-45
4304,3.785e-44,3.54e-45
4305,3.763e-44,3.53e-45
4306,3.738e-44,3.53e-45
4307,3.715e-44,3.52e-45
4308,3.686e-44,3.51e-45
4309,3.657e-44,3.5e-45
4310,3.644e-44,3.5e-45
4311,3.615e-44,3.49e-45
4312,3.594e-44,3.48e-45
4313,3.579e-44,3.48e-45
4314,3.562e-44,3.47e-45
4315,3.526e-44,3.46e-45
4316,3.507e-44,3.45e-45
4317,3.479e-44,3.45e-45
4318,3.456e-44,3.44e-45
4319,3.437e-44,3.43e-45
4320,3.41e-44,3.43e-45
4321,3.385e-44,3.42e-45
4322,3.369e-44,3.41e-45
4323,3.349e-44,3.41e-45
4324,3.315e-44,3.4e-45
4325,3.296e-44,3.39e-45
4326,3.282e-44,3.39e-45
4327,3.258e-44,3.38e-45
4328,3.241e-44,3.37e-45
4329,3.218e-44,3.37e-45
4330,3.208e-44,3.36e-45
4331,3.194e-44,3.36e-45
4332,3.164e-44,3.35e-45
4333,3.146e-44,3.34e-45
4334,3.123e-44,3.34e-45
4335,3.101e-44,3.33e-45
4336,3.083e-44,3.32e-45
4337,3.061e-44,3.32e-45
4338,3.038e-44,3.31e-45
4339,3.018e-44,3.31e-45
4340,2.999e-44,3.3e-45
4341,2.985e-44,3.3e-45
4342,2.965e-44,3.29e-45
4343,2.946e-44,3.28e-45
4344,2.932e-44,3.28e-45
4345,2.913e-44,3.27e-45
4346,2.9e-44,3.27e-45
4347,2.882e-44,3.26e-45
4348,2.865e-44,3.26e-45
4349,2.85e-44,3.26e-45
4350,2.837e-44,3.25e-45
4351,2.824e-44,3.24e-45
4352,2.8e-44,3.24e-45
4353,2.782e-44,3.23e-45
4354,2.766e-44,3.23e-45
4355,2.747e-44,3.22e-45
4356,2.739e-44,3.22e-45
4357,2.724e-44,3.22e-45
4358,2.701e-44,3.21e-45
4359,2.689e-44,3.21e-45
4360,2.669e-44,3.2e-45
4361,2.659e-44,3.2e-45
4362,2.648e-44,3.19e-45
4363,2.63e-44,3.19e-45
4364,2.61e-44,3.18e-45
4365,2.597e-44,3.18e-45
4366,2.596e-44,3.17e-45
4367,2.576e-44,3.17e-45
4368,2.555e-44,3.16e-45
4369,2.537e-44,3.16e-45
4370,2.528e-44,3.16e-45
4371,2.514e-44,3.15e-45
4372,2.501e-44,3.15e-45
4373,2.495e-44,3.15e-45
4374,2.48e-44,3.14e-45
4375,2.462e-44,3.14e-45
4376,2.44e-44,3.13e-45
4377,2.436e-44,3.13e-45
4378,2.441e-44,3.12e-45
4379,2.427e-44,3.12e-45
4380,2.413e-44,3.12e-45
4381,2.398e-44,3.11e-45
4382,2.378e-44,3.11e-45
4383,2.365e-44,3.1e-45
4384,2.355e-44,3.1e-45
4385,2.336e-44,3.1e-45
4386,2.33e-44,3.1e-45
4387,2.328e-44,3.09e-45
4388,2.317e-44,3.09e-45
4389,2.309e-44,3.09e-45
4390,2.289e-44,3.08e-45
4391,2.277e-44,3.08e-45
4392,2.268e-44,3.08e-45
4393,2.262e-44,3.07e-45
4394,2.257e-44,3.07e-45
4395,2.248e-44,3.07e-45
4396,2.236e-44,3.06e-45
4397,2.217e-44,3.06e-45
4398,2.218e-44,3.06e-45
4399,2.211e-44,3.05e-45
4400,2.207e-44,3.05e-45
4401,2.194e-44,3.05e-45
4402,2.185e-44,3.05e-45
4403,2.174e-44,3.04e-45
4404,2.164e-44,3.04e-45
4405,2.158e-44,3.04e-45
4406,2.155e-44,3.04e-45
4407,2.142e-44,3.03e-45
4408,2.136e-44,3.03e-45
4409,2.126e-44,3.03e-45
4410,2.11e-44,3.02e-45
4411,2.115e-44,3.02e-45
4412,2.105e-44,3.02e-45
4413,2.091e-44,3.02e-45
4414,2.086e-44,3.01e-45
4415,2.076e-44,3.01e-45
4416,2.076e-44,3.01e-45
4417,2.076e-44,3.01e-45
4418,2.071e-44,3.01e-45
4419,2.059e-44,3e-45
4420,2.044e-44,3e-45
4421,2.045e-44,3e-45
4422,2.047e-44,3e-45
4423,2.042e-44,3e-45
4424,2.028e-44,2.99e-45
4425,2.025e-44,2.99e-45
4426,2.014e-44,2.99e-45
4427,2.009e-44,2.99e-45
4428,2.005e-44,2.99e-45
4429,2.005e-44,2.99e-45
4430,1.986e-44,2.98e-45
4431,1.978e-44,2.98e-45
4432,1.985e-44,2.98e-45
4433,1.984e-44,2.98e-45
4434,1.973e-44,2.98e-45
4435,1.974e-44,2.98e-45
4436,1.967e-44,2.98e-45
4437,1.954e-44,2.97e-45
4438,1.945e-44,2.97e-45
4439,1.947e-44,2.97e-45
4440,1.943e-44,2.97e-45
4441,1.931e-44,2.96e-45
4442,1.922e-44,2.96e-45
4443,1.928e-44,2.96e-45
4444,1.924e-44,2.96e-45
4445,1.916e-44,2.96e-45
4446,1.908e-44,2.96e-45
4447,1.9e-44,2.95e-45
4448,1.895e-44,2.95e-45
4449,1.892e-44,2.95e-45
4450,1.896e-44,2.95e-45
4451,1.885e-44,2.95e-45
4452,1.882e-44,2.95e-45
4453,1.87e-44,2.94e-45
4454,1.864e-44,2.94e-45
4455,1.863e-44,2.94e-45
4456,1.85e-44,2.94e-45
4457,1.857e-44,2.94e-45
4458,1.855e-44,2.94e-45
4459,1.848e-44,2.94e-45
4460,1.84e-44,2.94e-45
4461,1.84e-44,2.93e-45
4462,1.844e-44,2.93e-45
4463,1.841e-44,2.93e-45
4464,1.836e-44,2.93e-45
4465,1.822e-44,2.93e-45
4466,1.819e-44,2.93e-45
4467,1.819e-44,2.93e-45
4468,1.808e-44,2.93e-45
4469,1.809e-44,2.93e-45
4470,1.807e-44,2.92e-45
4471,1.804e-44,2.92e-45
4472,1.803e-44,2.92e-45
4473,1.801e-44,2.92e-45
4474,1.8e-44,2.92e-45
4475,1.785e-44,2.92e-45
4476,1.781e-44,2.92e-45
4477,1.778e-44,2.92e-45
4478,1.776e-44,2.92e-45
4479,1.778e-44,2.91e-45
4480,1.78e-44,2.91e-45
4481,1.772e-44,2.91e-45
4482,1.769e-44,2.91e-45
4483,1.766e-44,2.91e-45
4484,1.753e-44,2.91e-45
4485,1.744e-44,2.91e-45
4486,1.741e-44,2.9e-45
4487,1.745e-44,2.9e-45
4488,1.737e-44,2.9e-45
4489,1.729e-44,2.9e-45
4490,1.729e-44,2.9e-45
4491,1.73e-44,2.9e-45
4492,1.72e-44,2.9e-45
4493,1.719e-44,2.89e-45
4494,1.712e-44,2.89e-45
4495,1.701e-44,2.89e-45
4496,1.704e-44,2.89e-45
4497,1.681e-44,2.89e-45
4498,1.676e-44,2.89e-45
4499,1.687e-44,2.88e-45
4500,1.693e-44,2.88e-45
4501,1.692e-44,2.88e-45
4502,1.68e-44,2.88e-45
4503,1.668e-44,2.88e-45
4504,1.661e-44,2.88e-45
4505,1.654e-44,2.88e-45
4506,1.657e-44,2.88e-45
4507,1.652e-44,2.87e-45
4508,1.65e-44,2.87e-45
4509,1.644e-44,2.87e-45
4510,1.637e-44,2.87e-45
4511,1.634e-44,2.87e-45
4512,1.629e-44,2.87e-45
4513,1.625e-44,2.87e-45
4514,1.619e-44,2.87e-45
4515,1.626e-44,2.87e-45
4516,1.62e-44,2.86e-45
4517,1.62e-44,2.86e-45
4518,1.612e-44,2.86e-45
4519,1.594e-44,2.86e-45
4520,1.584e-44,2.86e-45
4521,1.583e-44,2.86e-45
4522,1.586e-44,2.85e-45
4523,1.585e-44,2.85e-45
4524,1.584e-44,2.85e-45
4525,1.573e-44,2.85e-45
4526,1.562e-44,2.85e-45
4527,1.564e-44,2.85e-45
4528,1.559e-44,2.85e-45
4529,1.547e-44,2.84e-45
4530,1.551e-44,2.84e-45
4531,1.537e-44,2.84e-45
4532,1.528e-44,2.84e-45
4533,1.53e-44,2.84e-45
4534,1.534e-44,2.84e-45
4535,1.524e-44,2.84e-45
4536,1.505e-44,2.83e-45
4537,1.499e-44,2.83e-45
4538,1.498e-44,2.83e-45
4539,1.502e-44,2.83e-45
4540,1.49e-44,2.82e-45
4541,1.482e-44,2.83e-45
4542,1.48e-44,2.82e-45
4543,1.472e-44,2.82e-45
4544,1.463e-44,2.82e-45
4545,1.461e-44,2.82e-45
4546,1.469e-44,2.82e-45
4547,1.459e-44,2.81e-45
4548,1.447e-44,2.81e-45
4549,1.438e-44,2.81e-45
4550,1.428e-44,2.81e-45
4551,1.442e-44,2.81e-45
4552,1.436e-44,2.81e-45
4553,1.426e-44,2.81e-45
4554,1.415e-44,2.8e-45
4555,1.409e-44,2.8e-45
4556,1.409e-44,2.8e-45
4557,1.412e-44,2.8e-45
4558,1.404e-44,2.8e-45
4559,1.402e-44,2.8e-45
4560,1.387e-44,2.8e-45
4561,1.399e-44,2.8e-45
4562,1.391e-44,2.8e-45
4563,1.389e-44,2.8e-45
4564,1.38e-44,2.79e-45
4565,1.381e-44,2.8e-45
4566,1.381e-44,2.8e-45
4567,1.377e-44,2.79e-45
4568,1.371e-44,2.79e-45
4569,1.371e-44,2.79e-45
4570,1.366e-44,2.79e-45
4571,1.356e-44,2.79e-45
4572,1.355e-44,2.79e-45
4573,1.366e-44,2.79e-45
4574,1.356e-44,2.79e-45
4575,1.35e-44,2.79e-45
4576,1.352e-44,2.79e-45
4577,1.351e-44,2.79e-45
4578,1.34e-44,2.78e-45
4579,1.349e-44,2.78e-45
4580,1.346e-44,2.78e-45
4581,1.348e-44,2.78e-45
4582,1.343e-44,2.78e-45
4583,1.336e-44,2.78e-45
4584,1.325e-44,2.78e-45
4585,1.332e-44,2.78e-45
4586,1.342e-44,2.78e-45
4587,1.335e-44,2.78e-45
4588,1.328e-44,2.78e-45
4589,1.327e-44,2.78e-45
4590,1.319e-44,2.78e-45
4591,1.335e-44,2.78e-45
4592,1.341e-44,2.78e-45
4593,1.335e-44,2.78e-45
4594,1.325e-44,2.78e-45
4595,1.319e-44,2.78e-45
4596,1.32e-44,2.78e-45
4597,1.326e-44,2.78e-45
4598,1.333e-44,2.78e-45
4599,1.327e-44,2.78e-45
4600,1.329e-44,2.78e-45
4601,1.333e-44,2.78e-45
4602,1.33e-44,2.78e-45
4603,1.332e-44,2.78e-45
4604,1.341e-44,2.78e-45
4605,1.343e-44,2.78e-45
4606,1.34e-44,2.78e-45
4607,1.342e-44,2.78e-45
4608,1.344e-44,2.78e-45
4609,1.34e-44,2.78e-45
4610,1.34e-44,2.78e-45
4611,1.351e-44,2.79e-45
4612,1.345e-44,2.79e-45
4613,1.355e-44,2.79e-45
4614,1.367e-44,2.79e-45
4615,1.36e-44,2.79e-45
4616,1.354e-44,2.79e-45
4617,1.361e-44,2.79e-45
4618,1.368e-44,2.79e-45
4619,1.366e-44,2.79e-45
4620,1.377e-44,2.79e-45
4621,1.388e-44,2.79e-45
4622,1.392e-44,2.8e-45
4623,1.379e-44,2.8e-45
4624,1.38e-44,2.8e-45
4625,1.388e-44,2.8e-45
4626,1.399e-44,2.8e-45
4627,1.399e-44,2.8e-45
4628,1.401e-44,2.81e-45
4629,1.407e-44,2.81e-45
4630,1.407e-44,2.81e-45
4631,1.414e-44,2.81e-45
4632,1.416e-44,2.81e-45
4633,1.416e-44,2.81e-45
4634,1.433e-44,2.81e-45
4635,1.441e-44,2.81e-45
4636,1.442e-44,2.82e-45
4637,1.44e-44,2.82e-45
4638,1.44e-44,2.82e-45
4639,1.449e-44,2.82e-45
4640,1.447e-44,2.82e-45
4641,1.451e-44,2.82e-45
4642,1.454e-44,2.83e-45
4643,1.469e-44,2.83e-45
4644,1.486e-44,2.83e-45
4645,1.476e-44,2.83e-45
4646,1.48e-44,2.83e-45
4647,1.494e-44,2.84e-45
4648,1.51e-44,2.84e-45
4649,1.507e-44,2.84e-45
4650,1.522e-44,2.85e-45
4651,1.534e-44,2.85e-45
4652,1.545e-44,2.85e-45
4653,1.565e-44,2.85e-45
4654,1.57e-44,2.86e-45
4655,1.581e-44,2.87e-45
4656,1.593e-44,2.87e-45
4657,1.603e-44,2.87e-45
4658,1.611e-44,2.87e-45
4659,1.626e-44,2.87e-45
4660,1.635e-44,2.88e-45
4661,1.646e-44,2.88e-45
4662,1.645e-44,2.88e-45
4663,1.604e-44,2.88e-45
4664,1.609e-44,2.88e-45
4665,1.63e-44,2.88e-45
4666,1.652e-44,2.89e-45
4667,1.66e-44,2.89e-45
4668,1.658e-44,2.89e-45
4669,1.684e-44,2.9e-45
4670,1.704e-44,2.9e-45
4671,1.706e-44,2.9e-45
4672,1.711e-44,2.9e-45
4673,1.724e-44,2.91e-45
4674,1.729e-44,2.91e-45
4675,1.732e-44,2.91e-45
4676,1.754e-44,2.92e-45
4677,1.77e-44,2.92e-45
4678,1.769e-44,2.92e-45
4679,1.765e-44,2.92e-45
4680,1.777e-44,2.93e-45
4681,1.789e-44,2.93e-45
4682,1.798e-44,2.93e-45
4683,1.808e-44,2.93e-45
4684,1.813e-44,2.94e-45
4685,1.823e-44,2.94e-45
4686,1.83e-44,2.94e-45
4687,1.843e-44,2.94e-45
4688,1.861e-44,2.95e-45
4689,1.876e-44,2.95e-45
4690,1.874e-44,2.95e-45
4691,1.878e-44,2.95e-45
4692,1.889e-44,2.95e-45
4693,1.89e-44,2.96e-45
4694,1.892e-44,2.96e-45
4695,1.909e-44,2.96e-45
4696,1.916e-44,2.96e-45
4697,1.925e-44,2.97e-45
4698,1.927e-44,2.97e-45
4699,1.917e-44,2.97e-45
4700,1.924e-44,2.97e-45
4701,1.937e-44,2.97e-45
4702,1.93e-44,2.97e-45
4703,1.936e-44,2.97e-45
4704,1.947e-44,2.98e-45
4705,1.954e-44,2.98e-45
4706,1.961e-44,2.98e-45
4707,1.956e-44,2.98e-45
4708,1.949e-44,2.98e-45
4709,1.954e-44,2.98e-45
4710,1.937e-44,2.98e-45
4711,1.933e-44,2.98e-45
4712,1.914e-44,2.97e-45
4713,1.907e-44,2.98e-45
4714,1.947e-44,2.98e-45
4715,1.952e-44,2.98e-45
4716,1.958e-44,2.99e-45
4717,1.95e-44,2.99e-45
4718,1.964e-44,2.99e-45
4719,1.95e-44,2.99e-45
4720,1.956e-44,2.99e-45
4721,1.945e-44,2.99e-45
4722,1.957e-44,2.99e-45
4723,1.949e-44,2.99e-45
4724,1.944e-44,2.98e-45
4725,1.944e-44,2.98e-45
4726,1.936e-44,2.98e-45
4727,1.933e-44,2.98e-45
4728,1.929e-44,2.98e-45
