Wavenumber [cm^-1],BACs [cm^5 molecule^-2] T = 451 K,Sistematic errors [cm^5 molecule^-2]
4032,3.122e-44,5.82e-45
4033,3.19e-44,5.82e-45
4034,3.243e-44,2.84e-45
4035,3.271e-44,2.85e-45
4036,3.304e-44,2.86e-45
4037,3.351e-44,2.87e-45
4038,3.387e-44,2.9e-45
4039,3.424e-44,2.93e-45
4040,3.472e-44,2.93e-45
4041,3.509e-44,2.93e-45
4042,3.547e-44,2.94e-45
4043,3.59e-44,2.96e-45
4044,3.631e-44,2.99e-45
4045,3.672e-44,3.01e-45
4046,3.7e-44,3e-45
4047,3.727e-44,2.99e-45
4048,3.762e-44,3.01e-45
4049,3.799e-44,3.02e-45
4050,3.84e-44,3.04e-45
4051,3.884e-44,3.05e-45
4052,3.924e-44,3.07e-45
4053,3.955e-44,3.08e-45
4054,3.995e-44,3.09e-45
4055,4.043e-44,3.1e-45
4056,4.08e-44,3.11e-45
4057,4.113e-44,3.13e-45
4058,4.16e-44,3.14e-45
4059,4.208e-44,3.16e-45
4060,4.255e-44,3.18e-45
4061,4.298e-44,3.2e-45
4062,4.329e-44,3.2e-45
4063,4.364e-44,3.22e-45
4064,4.41e-44,3.23e-45
4065,4.455e-44,3.24e-45
4066,4.489e-44,3.26e-45
4067,4.531e-44,3.27e-45
4068,4.583e-44,3.29e-45
4069,4.63e-44,3.3e-45
4070,4.673e-44,3.32e-45
4071,4.711e-44,3.34e-45
4072,4.764e-44,3.35e-45
4073,4.814e-44,3.37e-45
4074,4.87e-44,3.4e-45
4075,4.923e-44,3.46e-45
4076,4.963e-44,3.45e-45
4077,5.001e-44,3.44e-45
4078,5.049e-44,3.45e-45
4079,5.1e-44,3.49e-45
4080,5.148e-44,3.5e-45
4081,5.179e-44,3.5e-45
4082,5.209e-44,3.51e-45
4083,5.255e-44,3.52e-45
4084,5.295e-44,3.54e-45
4085,5.337e-44,3.55e-45
4086,5.384e-44,3.57e-45
4087,5.443e-44,3.59e-45
4088,5.494e-44,3.62e-45
4089,5.531e-44,3.63e-45
4090,5.558e-44,3.63e-45
4091,5.588e-44,3.64e-45
4092,5.64e-44,3.66e-45
4093,5.684e-44,3.67e-45
4094,5.732e-44,3.69e-45
4095,5.781e-44,3.7e-45
4096,5.815e-44,3.72e-45
4097,5.867e-44,3.73e-45
4098,5.9e-44,3.75e-45
4099,5.93e-44,3.76e-45
4100,5.977e-44,3.77e-45
4101,6.014e-44,3.79e-45
4102,6.048e-44,3.8e-45
4103,6.095e-44,3.82e-45
4104,6.151e-44,3.84e-45
4105,6.198e-44,3.87e-45
4106,6.244e-44,3.89e-45
4107,6.282e-44,3.89e-45
4108,6.321e-44,3.9e-45
4109,6.373e-44,3.94e-45
4110,6.402e-44,3.98e-45
4111,6.425e-44,3.95e-45
4112,6.454e-44,3.95e-45
4113,6.487e-44,3.96e-45
4114,6.528e-44,3.97e-45
4115,6.567e-44,3.98e-45
4116,6.587e-44,3.99e-45
4117,6.62e-44,4.01e-45
4118,6.655e-44,4.02e-45
4119,6.696e-44,4.03e-45
4120,6.735e-44,4.05e-45
4121,6.769e-44,4.06e-45
4122,6.788e-44,4.06e-45
4123,6.812e-44,4.07e-45
4124,6.822e-44,4.08e-45
4125,6.765e-44,4.05e-45
4126,6.714e-44,4.01e-45
4127,6.837e-44,4.08e-45
4128,6.933e-44,4.12e-45
4129,6.987e-44,4.14e-45
4130,7.026e-44,4.15e-45
4131,7.056e-44,4.16e-45
4132,7.084e-44,4.17e-45
4133,7.108e-44,4.19e-45
4134,7.14e-44,4.21e-45
4135,7.156e-44,4.21e-45
4136,7.178e-44,4.21e-45
4137,7.209e-44,4.22e-45
4138,7.229e-44,4.23e-45
4139,7.262e-44,4.24e-45
4140,7.276e-44,4.25e-45
4141,7.285e-44,4.26e-45
4142,7.29e-44,4.28e-45
4143,7.244e-44,4.26e-45
4144,7.279e-44,4.24e-45
4145,7.375e-44,4.28e-45
4146,7.418e-44,4.3e-45
4147,7.443e-44,4.31e-45
4148,7.471e-44,4.31e-45
4149,7.489e-44,4.32e-45
4150,7.501e-44,4.33e-45
4151,7.497e-44,4.33e-45
4152,7.496e-44,4.33e-45
4153,7.493e-44,4.33e-45
4154,7.353e-44,4.27e-45
4155,7.019e-44,4.11e-45
4156,7.199e-44,4.18e-45
4157,7.456e-44,4.31e-45
4158,7.525e-44,4.34e-45
4159,7.543e-44,4.35e-45
4160,7.527e-44,4.34e-45
4161,7.473e-44,4.31e-45
4162,7.494e-44,4.33e-45
4163,7.52e-44,4.34e-45
4164,7.513e-44,4.35e-45
4165,7.504e-44,4.34e-45
4166,7.492e-44,4.34e-45
4167,7.473e-44,4.34e-45
4168,7.467e-44,4.34e-45
4169,7.465e-44,4.33e-45
4170,7.461e-44,4.34e-45
4171,7.446e-44,4.34e-45
4172,7.445e-44,4.34e-45
4173,7.444e-44,4.35e-45
4174,7.435e-44,4.36e-45
4175,7.428e-44,4.34e-45
4176,7.41e-44,4.33e-45
4177,7.403e-44,4.33e-45
4178,7.395e-44,4.32e-45
4179,7.387e-44,4.32e-45
4180,7.377e-44,4.32e-45
4181,7.372e-44,4.32e-45
4182,7.358e-44,4.32e-45
4183,7.339e-44,4.31e-45
4184,7.326e-44,4.31e-45
4185,7.32e-44,4.3e-45
4186,7.309e-44,4.3e-45
4187,7.309e-44,4.31e-45
4188,7.303e-44,4.3e-45
4189,7.276e-44,4.29e-45
4190,7.251e-44,4.28e-45
4191,7.212e-44,4.28e-45
4192,7.18e-44,4.27e-45
4193,7.15e-44,4.26e-45
4194,7.137e-44,4.26e-45
4195,7.115e-44,4.25e-45
4196,7.084e-44,4.24e-45
4197,7.072e-44,4.24e-45
4198,7.043e-44,4.23e-45
4199,7.004e-44,4.22e-45
4200,6.984e-44,4.21e-45
4201,6.959e-44,4.2e-45
4202,6.941e-44,4.2e-45
4203,6.922e-44,4.2e-45
4204,6.887e-44,4.19e-45
4205,6.86e-44,4.17e-45
4206,6.825e-44,4.16e-45
4207,6.801e-44,4.15e-45
4208,6.778e-44,4.14e-45
4209,6.743e-44,4.14e-45
4210,6.708e-44,4.12e-45
4211,6.684e-44,4.11e-45
4212,6.656e-44,4.11e-45
4213,6.622e-44,4.1e-45
4214,6.59e-44,4.09e-45
4215,6.573e-44,4.09e-45
4216,6.559e-44,4.08e-45
4217,6.522e-44,4.07e-45
4218,6.49e-44,4.06e-45
4219,6.444e-44,4.04e-45
4220,6.408e-44,4.03e-45
4221,6.373e-44,4.02e-45
4222,6.338e-44,4.01e-45
4223,6.307e-44,4e-45
4224,6.272e-44,3.99e-45
4225,6.236e-44,3.98e-45
4226,6.203e-44,3.97e-45
4227,6.169e-44,3.96e-45
4228,6.138e-44,3.95e-45
4229,6.103e-44,3.94e-45
4230,6.075e-44,3.94e-45
4231,6.032e-44,3.93e-45
4232,5.994e-44,3.91e-45
4233,5.964e-44,3.89e-45
4234,5.93e-44,3.89e-45
4235,5.893e-44,3.88e-45
4236,5.858e-44,3.86e-45
4237,5.834e-44,3.85e-45
4238,5.794e-44,3.84e-45
4239,5.769e-44,3.84e-45
4240,5.732e-44,3.83e-45
4241,5.691e-44,3.81e-45
4242,5.651e-44,3.8e-45
4243,5.62e-44,3.79e-45
4244,5.585e-44,3.78e-45
4245,5.549e-44,3.77e-45
4246,5.516e-44,3.76e-45
4247,5.483e-44,3.75e-45
4248,5.449e-44,3.73e-45
4249,5.419e-44,3.72e-45
4250,5.386e-44,3.72e-45
4251,5.357e-44,3.71e-45
4252,5.322e-44,3.7e-45
4253,5.283e-44,3.69e-45
4254,5.255e-44,3.68e-45
4255,5.227e-44,3.67e-45
4256,5.196e-44,3.66e-45
4257,5.172e-44,3.65e-45
4258,5.164e-44,3.64e-45
4259,5.128e-44,3.64e-45
4260,5.084e-44,3.62e-45
4261,5.042e-44,3.61e-45
4262,4.998e-44,3.59e-45
4263,4.956e-44,3.58e-45
4264,4.923e-44,3.57e-45
4265,4.893e-44,3.56e-45
4266,4.866e-44,3.55e-45
4267,4.837e-44,3.54e-45
4268,4.795e-44,3.53e-45
4269,4.761e-44,3.52e-45
4270,4.734e-44,3.51e-45
4271,4.713e-44,3.5e-45
4272,4.677e-44,3.49e-45
4273,4.64e-44,3.48e-45
4274,4.617e-44,3.47e-45
4275,4.579e-44,3.46e-45
4276,4.546e-44,3.45e-45
4277,4.531e-44,3.44e-45
4278,4.499e-44,3.44e-45
4279,4.464e-44,3.43e-45
4280,4.438e-44,3.42e-45
4281,4.409e-44,3.4e-45
4282,4.366e-44,3.39e-45
4283,4.348e-44,3.39e-45
4284,4.327e-44,3.38e-45
4285,4.295e-44,3.37e-45
4286,4.259e-44,3.36e-45
4287,4.223e-44,3.35e-45
4288,4.204e-44,3.34e-45
4289,4.175e-44,3.33e-45
4290,4.147e-44,3.32e-45
4291,4.118e-44,3.31e-45
4292,4.09e-44,3.31e-45
4293,4.065e-44,3.29e-45
4294,4.041e-44,3.28e-45
4295,4.026e-44,3.28e-45
4296,4.005e-44,3.28e-45
4297,3.97e-44,3.27e-45
4298,3.93e-44,3.25e-45
4299,3.909e-44,3.24e-45
4300,3.886e-44,3.24e-45
4301,3.864e-44,3.23e-45
4302,3.836e-44,3.22e-45
4303,3.821e-44,3.21e-45
4304,3.796e-44,3.21e-45
4305,3.766e-44,3.2e-45
4306,3.743e-44,3.19e-45
4307,3.707e-44,3.18e-45
4308,3.688e-44,3.17e-45
4309,3.667e-44,3.17e-45
4310,3.647e-44,3.16e-45
4311,3.624e-44,3.15e-45
4312,3.594e-44,3.14e-45
4313,3.586e-44,3.13e-45
4314,3.568e-44,3.13e-45
4315,3.532e-44,3.12e-45
4316,3.518e-44,3.11e-45
4317,3.487e-44,3.11e-45
4318,3.453e-44,3.1e-45
4319,3.437e-44,3.09e-45
4320,3.41e-44,3.08e-45
4321,3.388e-44,3.07e-45
4322,3.368e-44,3.07e-45
4323,3.355e-44,3.06e-45
4324,3.338e-44,3.05e-45
4325,3.314e-44,3.05e-45
4326,3.296e-44,3.04e-45
4327,3.27e-44,3.03e-45
4328,3.249e-44,3.03e-45
4329,3.234e-44,3.02e-45
4330,3.214e-44,3.02e-45
4331,3.203e-44,3.01e-45
4332,3.176e-44,3e-45
4333,3.153e-44,2.99e-45
4334,3.137e-44,2.99e-45
4335,3.113e-44,2.98e-45
4336,3.094e-44,2.97e-45
4337,3.074e-44,2.97e-45
4338,3.05e-44,2.96e-45
4339,3.037e-44,2.96e-45
4340,3.019e-44,2.95e-45
4341,3.001e-44,2.94e-45
4342,2.986e-44,2.94e-45
4343,2.969e-44,2.93e-45
4344,2.946e-44,2.93e-45
4345,2.922e-44,2.92e-45
4346,2.916e-44,2.91e-45
4347,2.893e-44,2.91e-45
4348,2.879e-44,2.9e-45
4349,2.86e-44,2.9e-45
4350,2.849e-44,2.89e-45
4351,2.835e-44,2.89e-45
4352,2.82e-44,2.88e-45
4353,2.801e-44,2.88e-45
4354,2.78e-44,2.87e-45
4355,2.768e-44,2.86e-45
4356,2.751e-44,2.86e-45
4357,2.737e-44,2.86e-45
4358,2.716e-44,2.85e-45
4359,2.697e-44,2.84e-45
4360,2.694e-44,2.84e-45
4361,2.675e-44,2.83e-45
4362,2.656e-44,2.83e-45
4363,2.65e-44,2.82e-45
4364,2.634e-44,2.82e-45
4365,2.616e-44,2.81e-45
4366,2.605e-44,2.81e-45
4367,2.601e-44,2.8e-45
4368,2.571e-44,2.8e-45
4369,2.549e-44,2.79e-45
4370,2.541e-44,2.79e-45
4371,2.529e-44,2.79e-45
4372,2.515e-44,2.78e-45
4373,2.519e-44,2.78e-45
4374,2.497e-44,2.77e-45
4375,2.47e-44,2.76e-45
4376,2.459e-44,2.76e-45
4377,2.458e-44,2.76e-45
4378,2.457e-44,2.76e-45
4379,2.445e-44,2.75e-45
4380,2.419e-44,2.75e-45
4381,2.407e-44,2.74e-45
4382,2.41e-44,2.74e-45
4383,2.397e-44,2.73e-45
4384,2.382e-44,2.73e-45
4385,2.372e-44,2.72e-45
4386,2.357e-44,2.72e-45
4387,2.36e-44,2.72e-45
4388,2.325e-44,2.71e-45
4389,2.324e-44,2.71e-45
4390,2.328e-44,2.71e-45
4391,2.316e-44,2.71e-45
4392,2.296e-44,2.7e-45
4393,2.287e-44,2.7e-45
4394,2.282e-44,2.69e-45
4395,2.283e-44,2.69e-45
4396,2.269e-44,2.69e-45
4397,2.257e-44,2.68e-45
4398,2.247e-44,2.68e-45
4399,2.241e-44,2.68e-45
4400,2.229e-44,2.67e-45
4401,2.218e-44,2.67e-45
4402,2.199e-44,2.67e-45
4403,2.181e-44,2.66e-45
4404,2.182e-44,2.66e-45
4405,2.174e-44,2.65e-45
4406,2.178e-44,2.65e-45
4407,2.172e-44,2.65e-45
4408,2.156e-44,2.65e-45
4409,2.14e-44,2.65e-45
4410,2.133e-44,2.64e-45
4411,2.126e-44,2.64e-45
4412,2.122e-44,2.63e-45
4413,2.109e-44,2.63e-45
4414,2.107e-44,2.63e-45
4415,2.105e-44,2.63e-45
4416,2.102e-44,2.63e-45
4417,2.095e-44,2.62e-45
4418,2.083e-44,2.62e-45
4419,2.065e-44,2.62e-45
4420,2.065e-44,2.61e-45
4421,2.054e-44,2.61e-45
4422,2.047e-44,2.61e-45
4423,2.036e-44,2.61e-45
4424,2.028e-44,2.6e-45
4425,2.025e-44,2.6e-45
4426,2.014e-44,2.6e-45
4427,2.011e-44,2.59e-45
4428,1.998e-44,2.59e-45
4429,1.998e-44,2.59e-45
4430,1.984e-44,2.58e-45
4431,1.984e-44,2.59e-45
4432,1.982e-44,2.58e-45
4433,1.967e-44,2.58e-45
4434,1.962e-44,2.58e-45
4435,1.954e-44,2.57e-45
4436,1.939e-44,2.57e-45
4437,1.941e-44,2.57e-45
4438,1.943e-44,2.57e-45
4439,1.933e-44,2.57e-45
4440,1.914e-44,2.56e-45
4441,1.915e-44,2.56e-45
4442,1.912e-44,2.56e-45
4443,1.915e-44,2.56e-45
4444,1.906e-44,2.56e-45
4445,1.895e-44,2.56e-45
4446,1.879e-44,2.55e-45
4447,1.886e-44,2.55e-45
4448,1.876e-44,2.54e-45
4449,1.878e-44,2.54e-45
4450,1.869e-44,2.54e-45
4451,1.858e-44,2.54e-45
4452,1.847e-44,2.54e-45
4453,1.846e-44,2.54e-45
4454,1.85e-44,2.53e-45
4455,1.834e-44,2.53e-45
4456,1.832e-44,2.53e-45
4457,1.833e-44,2.53e-45
4458,1.825e-44,2.52e-45
4459,1.818e-44,2.52e-45
4460,1.82e-44,2.52e-45
4461,1.818e-44,2.51e-45
4462,1.804e-44,2.52e-45
4463,1.783e-44,2.52e-45
4464,1.781e-44,2.51e-45
4465,1.777e-44,2.51e-45
4466,1.777e-44,2.51e-45
4467,1.782e-44,2.51e-45
4468,1.774e-44,2.51e-45
4469,1.768e-44,2.51e-45
4470,1.769e-44,2.51e-45
4471,1.764e-44,2.5e-45
4472,1.761e-44,2.5e-45
4473,1.741e-44,2.5e-45
4474,1.732e-44,2.5e-45
4475,1.738e-44,2.5e-45
4476,1.739e-44,2.49e-45
4477,1.735e-44,2.49e-45
4478,1.733e-44,2.49e-45
4479,1.735e-44,2.49e-45
4480,1.726e-44,2.49e-45
4481,1.715e-44,2.48e-45
4482,1.705e-44,2.48e-45
4483,1.707e-44,2.48e-45
4484,1.691e-44,2.48e-45
4485,1.679e-44,2.47e-45
4486,1.675e-44,2.47e-45
4487,1.665e-44,2.47e-45
4488,1.667e-44,2.47e-45
4489,1.662e-44,2.47e-45
4490,1.66e-44,2.47e-45
4491,1.661e-44,2.47e-45
4492,1.665e-44,2.46e-45
4493,1.653e-44,2.46e-45
4494,1.654e-44,2.46e-45
4495,1.643e-44,2.46e-45
4496,1.639e-44,2.46e-45
4497,1.632e-44,2.45e-45
4498,1.618e-44,2.45e-45
4499,1.605e-44,2.45e-45
4500,1.607e-44,2.45e-45
4501,1.63e-44,2.45e-45
4502,1.622e-44,2.45e-45
4503,1.596e-44,2.44e-45
4504,1.605e-44,2.44e-45
4505,1.607e-44,2.44e-45
4506,1.602e-44,2.44e-45
4507,1.582e-44,2.44e-45
4508,1.565e-44,2.43e-45
4509,1.579e-44,2.44e-45
4510,1.573e-44,2.43e-45
4511,1.569e-44,2.43e-45
4512,1.572e-44,2.43e-45
4513,1.553e-44,2.43e-45
4514,1.553e-44,2.43e-45
4515,1.548e-44,2.43e-45
4516,1.537e-44,2.42e-45
4517,1.538e-44,2.42e-45
4518,1.543e-44,2.42e-45
4519,1.541e-44,2.42e-45
4520,1.539e-44,2.42e-45
4521,1.526e-44,2.41e-45
4522,1.51e-44,2.41e-45
4523,1.51e-44,2.41e-45
4524,1.493e-44,2.41e-45
4525,1.492e-44,2.41e-45
4526,1.498e-44,2.4e-45
4527,1.493e-44,2.4e-45
4528,1.487e-44,2.4e-45
4529,1.477e-44,2.4e-45
4530,1.475e-44,2.4e-45
4531,1.456e-44,2.39e-45
4532,1.46e-44,2.39e-45
4533,1.463e-44,2.39e-45
4534,1.462e-44,2.39e-45
4535,1.463e-44,2.39e-45
4536,1.461e-44,2.39e-45
4537,1.453e-44,2.39e-45
4538,1.428e-44,2.38e-45
4539,1.427e-44,2.38e-45
4540,1.43e-44,2.38e-45
4541,1.423e-44,2.38e-45
4542,1.426e-44,2.38e-45
4543,1.423e-44,2.37e-45
4544,1.402e-44,2.37e-45
4545,1.399e-44,2.37e-45
4546,1.399e-44,2.37e-45
4547,1.394e-44,2.37e-45
4548,1.403e-44,2.37e-45
4549,1.39e-44,2.37e-45
4550,1.381e-44,2.37e-45
4551,1.385e-44,2.37e-45
4552,1.379e-44,2.36e-45
4553,1.372e-44,2.36e-45
4554,1.364e-44,2.36e-45
4555,1.362e-44,2.36e-45
4556,1.366e-44,2.36e-45
4557,1.363e-44,2.36e-45
4558,1.342e-44,2.35e-45
4559,1.347e-44,2.36e-45
4560,1.344e-44,2.35e-45
4561,1.339e-44,2.35e-45
4562,1.335e-44,2.35e-45
4563,1.34e-44,2.35e-45
4564,1.335e-44,2.35e-45
4565,1.342e-44,2.35e-45
4566,1.325e-44,2.35e-45
4567,1.312e-44,2.34e-45
4568,1.303e-44,2.34e-45
4569,1.312e-44,2.34e-45
4570,1.309e-44,2.34e-45
4571,1.313e-44,2.34e-45
4572,1.295e-44,2.34e-45
4573,1.315e-44,2.34e-45
4574,1.307e-44,2.34e-45
4575,1.291e-44,2.34e-45
4576,1.29e-44,2.33e-45
4577,1.297e-44,2.34e-45
4578,1.299e-44,2.34e-45
4579,1.295e-44,2.33e-45
4580,1.283e-44,2.34e-45
4581,1.286e-44,2.33e-45
4582,1.281e-44,2.33e-45
4583,1.282e-44,2.33e-45
4584,1.297e-44,2.34e-45
4585,1.273e-44,2.33e-45
4586,1.275e-44,2.33e-45
4587,1.268e-44,2.33e-45
4588,1.255e-44,2.33e-45
4589,1.257e-44,2.33e-45
4590,1.26e-44,2.33e-45
4591,1.265e-44,2.33e-45
4592,1.265e-44,2.33e-45
4593,1.258e-44,2.33e-45
4594,1.257e-44,2.33e-45
4595,1.255e-44,2.33e-45
4596,1.256e-44,2.33e-45
4597,1.254e-44,2.33e-45
4598,1.238e-44,2.33e-45
4599,1.25e-44,2.33e-45
4600,1.234e-44,2.33e-45
4601,1.237e-44,2.33e-45
4602,1.246e-44,2.34e-45
4603,1.249e-44,2.33e-45
4604,1.252e-44,2.33e-45
4605,1.252e-44,2.33e-45
4606,1.255e-44,2.33e-45
4607,1.25e-44,2.34e-45
4608,1.234e-44,2.34e-45
4609,1.235e-44,2.33e-45
4610,1.246e-44,2.34e-45
4611,1.248e-44,2.34e-45
4612,1.245e-44,2.34e-45
4613,1.229e-44,2.33e-45
4614,1.227e-44,2.33e-45
4615,1.242e-44,2.34e-45
4616,1.256e-44,2.34e-45
4617,1.257e-44,2.34e-45
4618,1.244e-44,2.34e-45
4619,1.249e-44,2.34e-45
4620,1.265e-44,2.34e-45
4621,1.254e-44,2.34e-45
4622,1.251e-44,2.34e-45
4623,1.245e-44,2.34e-45
4624,1.256e-44,2.34e-45
4625,1.264e-44,2.35e-45
4626,1.244e-44,2.35e-45
4627,1.255e-44,2.35e-45
4628,1.277e-44,2.35e-45
4629,1.272e-44,2.35e-45
4630,1.261e-44,2.35e-45
4631,1.266e-44,2.35e-45
4632,1.276e-44,2.35e-45
4633,1.282e-44,2.36e-45
4634,1.283e-44,2.36e-45
4635,1.273e-44,2.36e-45
4636,1.287e-44,2.36e-45
4637,1.305e-44,2.37e-45
4638,1.295e-44,2.37e-45
4639,1.278e-44,2.37e-45
4640,1.278e-44,2.37e-45
4641,1.282e-44,2.37e-45
4642,1.302e-44,2.37e-45
4643,1.303e-44,2.37e-45
4644,1.299e-44,2.37e-45
4645,1.311e-44,2.38e-45
4646,1.321e-44,2.38e-45
4647,1.317e-44,2.38e-45
4648,1.326e-44,2.38e-45
4649,1.336e-44,2.39e-45
4650,1.328e-44,2.39e-45
4651,1.339e-44,2.39e-45
4652,1.366e-44,2.4e-45
4653,1.378e-44,2.4e-45
4654,1.39e-44,2.4e-45
4655,1.397e-44,2.41e-45
4656,1.403e-44,2.41e-45
4657,1.413e-44,2.41e-45
4658,1.426e-44,2.41e-45
4659,1.437e-44,2.42e-45
4660,1.416e-44,2.42e-45
4661,1.439e-44,2.42e-45
4662,1.478e-44,2.42e-45
4663,1.399e-44,2.41e-45
4664,1.408e-44,2.41e-45
4665,1.442e-44,2.42e-45
4666,1.461e-44,2.43e-45
4667,1.452e-44,2.43e-45
4668,1.47e-44,2.43e-45
4669,1.476e-44,2.43e-45
4670,1.49e-44,2.44e-45
4671,1.482e-44,2.44e-45
4672,1.487e-44,2.44e-45
4673,1.499e-44,2.44e-45
4674,1.502e-44,2.45e-45
4675,1.512e-44,2.45e-45
4676,1.525e-44,2.45e-45
4677,1.539e-44,2.45e-45
4678,1.536e-44,2.46e-45
4679,1.53e-44,2.46e-45
4680,1.544e-44,2.46e-45
4681,1.56e-44,2.46e-45
4682,1.573e-44,2.47e-45
4683,1.579e-44,2.46e-45
4684,1.579e-44,2.47e-45
4685,1.584e-44,2.47e-45
4686,1.581e-44,2.47e-45
4687,1.599e-44,2.48e-45
4688,1.602e-44,2.47e-45
4689,1.61e-44,2.48e-45
4690,1.613e-44,2.48e-45
4691,1.637e-44,2.48e-45
4692,1.64e-44,2.49e-45
4693,1.635e-44,2.49e-45
4694,1.637e-44,2.49e-45
4695,1.638e-44,2.49e-45
4696,1.654e-44,2.49e-45
4697,1.655e-44,2.49e-45
4698,1.672e-44,2.49e-45
4699,1.69e-44,2.5e-45
4700,1.682e-44,2.5e-45
4701,1.687e-44,2.5e-45
4702,1.689e-44,2.5e-45
4703,1.689e-44,2.51e-45
4704,1.676e-44,2.5e-45
4705,1.675e-44,2.5e-45
4706,1.67e-44,2.5e-45
4707,1.654e-44,2.5e-45
4708,1.673e-44,2.5e-45
4709,1.667e-44,2.51e-45
4710,1.662e-44,2.5e-45
4711,1.647e-44,2.51e-45
4712,1.619e-44,2.5e-45
4713,1.605e-44,2.5e-45
4714,1.658e-44,2.51e-45
4715,1.655e-44,2.5e-45
4716,1.662e-44,2.51e-45
4717,1.639e-44,2.5e-45
4718,1.649e-44,2.51e-45
4719,1.646e-44,2.51e-45
4720,1.67e-44,2.51e-45
4721,1.635e-44,2.5e-45
4722,1.656e-44,2.51e-45
4723,1.63e-44,2.5e-45
4724,1.631e-44,2.5e-45
4725,1.634e-44,2.5e-45
4726,1.641e-44,2.5e-45
4727,1.642e-44,2.51e-45
4728,1.612e-44,2.5e-45
4729,1.632e-44,2.5e-45
4730,1.605e-44,2.5e-45
4731,1.601e-44,2.49e-45
4732,1.614e-44,2.5e-45
4733,1.694e-44,2.52e-45
4734,1.611e-44,2.49e-45
4735,1.57e-44,2.48e-45
4736,1.574e-44,2.49e-45
4737,1.583e-44,2.49e-45
4738,1.585e-44,2.48e-45
4739,1.574e-44,2.48e-45
4740,1.554e-44,2.47e-45
4741,1.539e-44,2.47e-45
4742,1.55e-44,2.47e-45
4743,1.536e-44,2.47e-45
4744,1.529e-44,2.47e-45
4745,1.511e-44,2.46e-45
4746,1.514e-44,2.46e-45
4747,1.488e-44,2.45e-45
