Wavenumber [cm^-1],BACs [cm^5 molecule^-2] T = 451 K,Sistematic errors [cm^5 molecule^-2]
4748,1.5e-44,2.45e-45
4749,1.491e-44,2.45e-45
4750,1.489e-44,2.45e-45
4751,1.468e-44,2.44e-45
4752,1.454e-44,2.41e-45
4753,1.469e-44,3.33e-45
4754,1.423e-44,2.81e-45
4755,1.469e-44,3.58e-45
4756,1.42e-44,2.69e-45
4757,1.413e-44,4.16e-45
4758,1.379e-44,3.41e-45
4759,1.414e-44,3.54e-45
4760,1.395e-44,3.31e-45
4761,1.388e-44,2.83e-45
4762,1.384e-44,3.96e-45
4763,1.362e-44,3.03e-45
4764,1.379e-44,5.02e-45
4765,1.356e-44,4.03e-45
4766,1.347e-44,7.12e-45
4767,1.448e-44,5.27e-45
4768,1.717e-44,2.14e-45
4769,1.487e-44,3.56e-45
5599,0,1.66e-45
5600,0,1.67e-45
5601,0,1.65e-45
5602,0,1.66e-45
5603,0,1.66e-45
5604,0,1.66e-45
5605,0,1.66e-45
5606,0,1.66e-45
5607,0,1.66e-45
5608,0,1.65e-45
5609,0,1.65e-45
5610,0,1.65e-45
5611,0,1.65e-45
5612,0,1.66e-45
5613,-0,1.66e-45
5614,0,1.65e-45
5615,0,1.65e-45
5616,0,1.66e-45
5617,0,1.66e-45
5618,0,1.65e-45
5619,0,1.65e-45
5620,0,1.65e-45
5621,0,1.65e-45
5622,5e-47,1.66e-45
5623,0,1.66e-45
5624,0,1.65e-45
5625,0,1.64e-45
5626,0,1.65e-45
5627,0,1.65e-45
5628,0,1.66e-45
5629,0,1.65e-45
5630,0,1.65e-45
5631,0,1.65e-45
5632,0,1.65e-45
5633,0,1.65e-45
5634,0,1.65e-45
5635,0,1.65e-45
5636,0,1.65e-45
5637,0,1.65e-45
5638,0,1.64e-45
5639,0,1.65e-45
5640,0,1.65e-45
5641,0,1.65e-45
5642,0,1.65e-45
5643,0,1.65e-45
5644,0,1.64e-45
5645,0,1.64e-45
5646,0,1.64e-45
5647,0,1.65e-45
5648,0,1.65e-45
5649,0,1.65e-45
5650,0,1.64e-45
5651,0,1.65e-45
5652,0,1.64e-45
5653,0,1.65e-45
5654,0,1.65e-45
5655,0,1.65e-45
5656,0,1.65e-45
5657,0,1.64e-45
5658,0,1.64e-45
5659,0,1.64e-45
5660,0,1.64e-45
5661,0,1.64e-45
5662,0,1.65e-45
5663,0,1.65e-45
5664,0,1.64e-45
5665,0,1.63e-45
5666,0,1.65e-45
5667,0,1.64e-45
5668,0,1.65e-45
5669,0,1.64e-45
5670,0,1.64e-45
5671,0,1.64e-45
5672,0,1.65e-45
5673,0,1.65e-45
5674,0,1.65e-45
5675,0,1.64e-45
5676,0,1.64e-45
5677,0,1.65e-45
5678,0,1.64e-45
5679,0,1.64e-45
5680,0,1.64e-45
5681,0,1.64e-45
5682,0,1.65e-45
5683,0,1.65e-45
5684,0,1.64e-45
5685,0,1.64e-45
5686,0,1.65e-45
5687,0,1.64e-45
5688,0,1.65e-45
5689,0,1.65e-45
5690,0,1.65e-45
5691,0,1.65e-45
5692,0,1.65e-45
5693,0,1.64e-45
5694,0,1.64e-45
5695,0,1.64e-45
5696,0,1.64e-45
5697,0,1.64e-45
5698,0,1.65e-45
5699,0,1.65e-45
5700,0,1.65e-45
5701,0,1.63e-45
5702,0,1.64e-45
5703,0,1.64e-45
5704,0,1.64e-45
5705,0,1.64e-45
5706,0,1.63e-45
5707,0,1.64e-45
5708,0,1.64e-45
5709,0,1.64e-45
5710,0,1.63e-45
5711,0,1.64e-45
5712,0,1.65e-45
5713,0,1.64e-45
5714,0,1.64e-45
5715,0,1.63e-45
5716,0,1.64e-45
5717,0,1.65e-45
5718,0,1.65e-45
5719,0,1.65e-45
5720,0,1.64e-45
5721,0,1.63e-45
5722,0,1.62e-45
5723,0,1.63e-45
5724,0,1.65e-45
5725,0,1.65e-45
5726,0,1.65e-45
5727,0,1.63e-45
5728,0,1.64e-45
5729,0,1.65e-45
5730,0,1.64e-45
5731,0,1.64e-45
5732,0,1.63e-45
5733,0,1.63e-45
5734,0,1.64e-45
5735,0,1.64e-45
5736,0,1.65e-45
5737,0,1.65e-45
5738,0,1.63e-45
5739,0,1.64e-45
5740,0,1.63e-45
5741,0,1.62e-45
5742,0,1.63e-45
5743,0,1.64e-45
5744,0,1.64e-45
5745,0,1.63e-45
5746,0,1.63e-45
5747,0,1.64e-45
5748,0,1.65e-45
5749,0,1.66e-45
5750,0,1.64e-45
5751,0,1.63e-45
5752,0,1.63e-45
5753,0,1.63e-45
5754,0,1.65e-45
5755,0,1.63e-45
5756,0,1.63e-45
5757,0,1.63e-45
5758,0,1.64e-45
5759,0,1.64e-45
5760,0,1.63e-45
5761,0,1.64e-45
5762,0,1.64e-45
5763,0,1.65e-45
5764,0,1.64e-45
5765,0,1.63e-45
5766,0,1.63e-45
5767,0,1.63e-45
5768,0,1.64e-45
5769,0,1.63e-45
5770,0,1.64e-45
5771,0,1.64e-45
5772,0,1.64e-45
5773,0,1.65e-45
5774,0,1.63e-45
5775,0,1.62e-45
5776,0,1.63e-45
5777,0,1.63e-45
5778,0,1.64e-45
5779,0,1.63e-45
5780,0,1.63e-45
5781,0,1.64e-45
5782,0,1.64e-45
5783,0,1.63e-45
5784,0,1.63e-45
5785,0,1.64e-45
5786,0,1.63e-45
5787,0,1.64e-45
5788,0,1.63e-45
5789,0,1.64e-45
5790,0,1.63e-45
5791,0,1.63e-45
5792,0,1.63e-45
5793,0,1.64e-45
5794,0,1.64e-45
5795,0,1.63e-45
5796,0,1.64e-45
5797,0,1.63e-45
5798,0,1.64e-45
5799,0,1.63e-45
5800,0,1.64e-45
5801,0,1.62e-45
5802,0,1.63e-45
5803,0,1.63e-45
5804,0,1.63e-45
5805,0,1.63e-45
5806,0,1.62e-45
5807,0,1.63e-45
5808,0,1.63e-45
5809,0,1.63e-45
5810,0,1.64e-45
5811,0,1.63e-45
5812,0,1.63e-45
5813,0,1.63e-45
5814,0,1.63e-45
5815,0,1.63e-45
5816,0,1.63e-45
5817,0,1.64e-45
5818,0,1.63e-45
5819,0,1.63e-45
5820,0,1.63e-45
5821,0,1.63e-45
5822,0,1.64e-45
5823,0,1.63e-45
5824,0,1.63e-45
5825,0,1.63e-45
5826,0,1.63e-45
5827,0,1.63e-45
5828,0,1.63e-45
5829,0,1.63e-45
5830,0,1.64e-45
5831,0,1.64e-45
5832,0,1.62e-45
5833,0,1.62e-45
5834,0,1.63e-45
5835,0,1.64e-45
5836,0,1.64e-45
5837,0,1.64e-45
5838,0,1.63e-45
5839,0,1.62e-45
5840,0,1.62e-45
5841,0,1.63e-45
5842,0,1.63e-45
5843,0,1.63e-45
5844,0,1.63e-45
5845,0,1.63e-45
5846,0,1.64e-45
5847,0,1.64e-45
5848,0,1.63e-45
5849,0,1.63e-45
5850,0,1.63e-45
5851,0,1.63e-45
5852,0,1.63e-45
5853,0,1.63e-45
5854,0,1.64e-45
5855,0,1.63e-45
5856,0,1.64e-45
5857,0,1.63e-45
5858,0,1.64e-45
5859,0,1.63e-45
5860,0,1.63e-45
5861,0,1.64e-45
5862,0,1.63e-45
5863,0,1.62e-45
5864,0,1.63e-45
5865,0,1.63e-45
5866,0,1.64e-45
5867,0,1.63e-45
5868,0,1.64e-45
5869,0,1.64e-45
5870,0,1.63e-45
5871,0,1.63e-45
5872,0,1.63e-45
5873,0,1.63e-45
5874,0,1.63e-45
5875,0,1.63e-45
5876,0,1.63e-45
5877,0,1.62e-45
5878,0,1.64e-45
5879,0,1.64e-45
5880,0,1.63e-45
5881,0,1.63e-45
5882,0,1.63e-45
5883,0,1.62e-45
5884,0,1.64e-45
5885,0,1.63e-45
5886,0,1.63e-45
5887,0,1.62e-45
5888,0,1.64e-45
5889,0,1.65e-45
5890,0,1.64e-45
5891,0,1.62e-45
5892,0,1.63e-45
5893,0,1.62e-45
5894,0,1.61e-45
5895,0,1.63e-45
5896,0,1.63e-45
5897,0,1.62e-45
5898,0,1.62e-45
5899,0,1.63e-45
5900,0,1.63e-45
5901,0,1.64e-45
5902,0,1.63e-45
5903,0,1.63e-45
5904,0,1.62e-45
5905,0,1.62e-45
5906,0,1.62e-45
5907,0,1.63e-45
5908,0,1.63e-45
5909,0,1.63e-45
5910,0,1.64e-45
5911,0,1.63e-45
5912,0,1.63e-45
5913,0,1.63e-45
5914,0,1.63e-45
5915,0,1.63e-45
5916,0,1.64e-45
5917,0,1.63e-45
5918,0,1.62e-45
5919,0,1.63e-45
5920,0,1.63e-45
5921,0,1.63e-45
5922,0,1.62e-45
5923,0,1.62e-45
5924,0,1.62e-45
5925,0,1.63e-45
5926,0,1.63e-45
5927,0,1.62e-45
5928,0,1.62e-45
5929,0,1.63e-45
5930,0,1.63e-45
5931,0,1.63e-45
5932,0,1.63e-45
5933,0,1.63e-45
5934,0,1.63e-45
5935,0,1.63e-45
5936,0,1.63e-45
5937,0,1.63e-45
5938,0,1.63e-45
5939,0,1.62e-45
5940,0,1.62e-45
5941,0,1.62e-45
5942,0,1.63e-45
5943,0,1.62e-45
5944,0,1.62e-45
5945,0,1.62e-45
5946,0,1.62e-45
5947,0,1.63e-45
5948,0,1.63e-45
5949,0,1.63e-45
5950,0,1.63e-45
5951,0,1.62e-45
5952,0,1.62e-45
5953,0,1.62e-45
5954,0,1.62e-45
5955,0,1.63e-45
5956,0,1.63e-45
5957,0,1.62e-45
5958,0,1.62e-45
5959,0,1.63e-45
5960,0,1.62e-45
5961,0,1.62e-45
5962,0,1.62e-45
