temperature,wavenumber,self_continuum_cross_section,uncertainty
402,7600,5.47E-25,1.8E-25
402,7610,5.42E-25,2.3E-25
402,7620,5.37E-25,1.5E-25
402,7630,5.14E-25,1.6E-25
402,7640,4.78E-25,1.2E-25
402,7650,4.38E-25,1.3E-25
402,7660,3.94E-25,1.0E-25
402,7670,3.67E-25,1.5E-25
402,7680,3.48E-25,9.2E-26
402,7690,3.33E-25,9.6E-26
402,7700,3.11E-25,7.6E-26
402,7710,2.75E-25,9.9E-26
402,7720,2.74E-25,8.0E-26
402,7730,2.73E-25,7.2E-26
402,7740,2.72E-25,1.2E-25
402,7750,2.40E-25,6.9E-26
402,7760,2.22E-25,8.0E-26
402,7770,2.11E-25,6.1E-26
402,7780,2.12E-25,5.6E-26
402,7790,2.13E-25,5.7E-26
402,7800,2.06E-25,5.9E-26
402,7810,1.86E-25,6.0E-26
402,7820,1.74E-25,5.3E-26
402,7830,1.78E-25,5.2E-26
402,7840,1.61E-25,4.9E-26
402,7850,1.47E-25,5.1E-26
402,7860,1.40E-25,5.1E-26
402,7870,1.34E-25,5.0E-26
402,7880,1.29E-25,4.8E-26
402,7890,1.26E-25,5.0E-26
402,7900,1.20E-25,4.9E-26
402,7910,1.12E-25,4.6E-26
402,7920,1.07E-25,4.7E-26
402,7930,1.07E-25,4.7E-26
402,7940,1.07E-25,4.6E-26
402,7950,1.02E-25,4.9E-26
402,7960,9.50E-26,4.6E-26
402,7970,9.17E-26,4.9E-26
402,7980,9.21E-26,4.6E-26
402,7990,8.80E-26,4.8E-26
402,8000,8.58E-26,4.8E-26
402,8010,8.44E-26,5.0E-26
402,8020,8.25E-26,4.7E-26
402,8030,8.05E-26,4.7E-26
402,8040,7.94E-26,5.1E-26
402,8050,7.81E-26,4.9E-26
402,8060,7.78E-26,5.7E-26
402,8070,7.95E-26,4.8E-26
402,8080,7.94E-26,6.1E-26
402,8090,8.31E-26,5.3E-26
402,8100,8.02E-26,5.8E-26
402,8110,8.41E-26,6.6E-26
402,8120,9.28E-26,6.4E-26
402,8130,9.24E-26,6.7E-26
402,8140,9.23E-26,6.3E-26
402,8150,9.72E-26,8.7E-26
402,8160,1.03E-25,7.2E-26
402,8170,1.05E-25,8.3E-26
402,8180,1.08E-25,8.3E-26
402,8190,1.09E-25,7.3E-26
402,8200,1.14E-25,7.4E-26
402,8210,1.23E-25,7.7E-26
402,8220,1.33E-25,1.2E-25
402,8230,1.38E-25,2.1E-25
402,8240,1.42E-25,1.2E-25
402,8250,1.47E-25,1.5E-25
402,8260,1.52E-25,8.6E-26
402,8270,1.56E-25,1.2E-25
402,8280,1.61E-25,1.2E-25
402,8290,1.66E-25,9.8E-26
402,8300,1.71E-25,9.7E-26
402,8310,1.76E-25,1.5E-25
402,8320,1.81E-25,1.4E-25
402,8330,1.86E-25,1.4E-25
402,8340,1.92E-25,2.8E-25
402,8350,1.98E-25,1.4E-25
402,8360,2.03E-25,1.5E-25
402,8370,2.10E-25,1.7E-25
402,8380,2.16E-25,1.2E-25
402,8390,2.22E-25,1.3E-25
402,8400,2.32E-25,1.6E-25
402,8410,2.51E-25,1.7E-25
402,8420,2.70E-25,1.9E-25
402,8430,2.90E-25,1.4E-25
402,8440,3.12E-25,2.5E-25
402,8450,3.35E-25,1.4E-25
402,8460,3.60E-25,4.6E-25
402,8470,3.85E-25,2.0E-25
402,8480,4.06E-25,1.7E-25
402,8490,4.29E-25,3.7E-25
402,8500,4.58E-25,2.0E-25
402,8510,4.92E-25,2.6E-25
402,8520,5.29E-25,6.4E-25
402,8530,5.68E-25,2.7E-25
402,8540,6.10E-25,3.0E-25
402,8550,6.56E-25,3.8E-25
402,8560,7.04E-25,4.9E-25
402,8570,7.19E-25,6.5E-25
402,8580,7.40E-25,5.8E-25
402,8590,7.62E-25,5.2E-25
402,8600,9.59E-25,3.1E-25
402,8610,1.30E-24,6.4E-25
402,8620,1.47E-24,6.9E-25
402,9100,1.53E-25,2.2E-25
402,9110,1.56E-25,2.2E-25
402,9120,1.59E-25,1.3E-25
402,9130,1.45E-25,1.5E-25
431,2010,3.70E-23,5.2E-24
431,2020,3.20E-23,4.6E-24
431,2030,2.77E-23,3.6E-24
431,2040,2.40E-23,3.2E-24
431,2050,2.08E-23,2.6E-24
431,2060,1.81E-23,2.4E-24
431,2070,1.58E-23,2.1E-24
431,2080,1.38E-23,1.9E-24
431,2090,1.20E-23,1.5E-24
431,2100,1.05E-23,1.2E-24
431,2110,9.17E-24,9.8E-25
431,2120,8.26E-24,1.1E-24
431,2130,7.45E-24,9.7E-25
431,2140,6.61E-24,1.1E-24
431,2150,5.82E-24,9.8E-25
431,2160,5.13E-24,9.3E-25
431,2170,4.52E-24,8.9E-25
431,2180,4.21E-24,7.8E-25
431,2190,4.00E-24,6.5E-25
431,2200,3.36E-24,6.3E-25
431,2210,3.19E-24,6.0E-25
431,2220,2.89E-24,5.1E-25
431,2230,2.65E-24,5.2E-25
431,2240,2.45E-24,4.6E-25
431,2250,2.23E-24,4.8E-25
431,2260,2.10E-24,3.8E-25
431,2270,1.92E-24,4.1E-25
431,2280,1.70E-24,4.1E-25
431,2290,1.64E-24,4.1E-25
431,2300,1.59E-24,3.6E-25
431,2310,1.53E-24,3.4E-25
431,2320,1.48E-24,3.1E-25
431,2330,1.43E-24,3.0E-25
431,2340,1.38E-24,2.7E-25
431,2350,1.34E-24,2.5E-25
431,2360,1.29E-24,2.4E-25
431,2370,1.25E-24,2.2E-25
431,2380,1.21E-24,2.1E-25
431,2390,1.10E-24,1.9E-25
431,2400,1.08E-24,1.8E-25
431,2410,1.03E-24,1.7E-25
431,2420,9.88E-25,1.7E-25
431,2430,9.50E-25,1.6E-25
431,2440,9.16E-25,1.5E-25
431,2450,8.81E-25,1.5E-25
431,2460,8.54E-25,1.4E-25
431,2470,8.27E-25,1.4E-25
431,2480,8.04E-25,1.3E-25
431,2490,7.74E-25,1.3E-25
431,2500,7.48E-25,1.3E-25
431,2510,7.07E-25,1.3E-25
431,2520,6.81E-25,9.7E-26
431,2530,6.43E-25,1.2E-25
431,2540,6.44E-25,8.8E-26
431,2550,6.27E-25,1.1E-25
431,2560,6.47E-25,1.2E-25
431,2570,6.39E-25,1.2E-25
431,2580,6.08E-25,1.1E-25
431,2590,6.01E-25,1.0E-25
431,2600,5.97E-25,1.2E-25
431,2610,6.12E-25,1.1E-25
431,2620,6.11E-25,1.2E-25
431,2630,6.10E-25,1.2E-25
431,2640,6.28E-25,1.2E-25
431,2650,6.41E-25,1.2E-25
431,2660,6.81E-25,1.2E-25
431,2670,6.93E-25,1.3E-25
431,2680,7.09E-25,1.2E-25
431,2690,7.20E-25,1.3E-25
431,2700,6.93E-25,1.3E-25
431,2710,6.29E-25,1.2E-25
431,2720,6.03E-25,1.5E-25
431,2730,6.38E-25,1.2E-25
431,2740,7.09E-25,1.3E-25
431,2750,7.45E-25,1.3E-25
431,2760,7.46E-25,1.3E-25
431,2770,7.51E-25,1.4E-25
431,2780,7.50E-25,1.5E-25
431,2790,7.64E-25,1.4E-25
431,2800,7.87E-25,1.5E-25
431,2810,8.02E-25,1.6E-25
431,2820,8.39E-25,1.5E-25
431,2830,8.60E-25,1.7E-25
431,2840,9.35E-25,1.7E-25
431,2850,9.90E-25,1.9E-25
431,2860,1.09E-24,2.0E-25
431,2870,1.16E-24,2.1E-25
431,2880,1.22E-24,2.2E-25
431,2890,1.23E-24,1.7E-25
431,2900,1.29E-24,2.6E-25
431,2910,1.42E-24,2.4E-25
431,2920,1.62E-24,3.3E-25
431,2930,1.76E-24,3.5E-25
431,2940,2.14E-24,4.5E-25
431,2950,2.16E-24,4.9E-25
431,2960,2.19E-24,6.0E-25
431,2970,2.34E-24,7.3E-25
431,2980,2.50E-24,1.0E-24
431,2990,2.67E-24,9.6E-25
431,3000,2.85E-24,1.0E-24
431,3010,3.32E-24,1.2E-24
431,3020,3.88E-24,1.1E-24
431,3030,4.53E-24,1.3E-24
431,3040,5.61E-24,1.3E-24
431,3050,7.12E-24,1.9E-24
431,3060,7.22E-24,2.2E-24
431,3070,7.32E-24,2.1E-24
431,3080,7.43E-24,2.1E-24
431,3090,7.54E-24,2.0E-24
431,3100,7.64E-24,3.2E-24
431,3110,7.75E-24,2.8E-24
431,3120,7.86E-24,3.4E-24
431,3130,7.98E-24,2.5E-24
431,3140,8.09E-24,2.1E-24
431,3150,8.24E-24,2.1E-24
431,3160,8.98E-24,2.3E-24
431,3170,1.09E-23,1.9E-24
431,3180,1.15E-23,2.3E-24
431,3190,1.75E-23,2.8E-24
431,3200,1.52E-23,3.1E-24
431,3210,1.70E-23,3.4E-24
431,3220,1.38E-23,3.7E-24
431,3230,1.43E-23,3.7E-24
431,3240,1.43E-23,3.0E-24
431,3250,1.78E-23,3.2E-24
431,3260,1.53E-23,3.4E-24
431,3270,1.79E-23,3.4E-24
431,3280,1.87E-23,4.3E-24
431,3290,1.95E-23,4.3E-24
431,3300,2.04E-23,4.3E-24
431,3330,2.12E-23,4.5E-24
431,3340,2.33E-23,4.6E-24
431,4050,1.92E-23,3.5E-24
431,4060,1.82E-23,2.8E-24
431,4070,1.68E-23,3.1E-24
431,4080,1.58E-23,2.7E-24
431,4090,1.49E-23,2.0E-24
431,4100,1.33E-23,2.3E-24
431,4110,1.30E-23,1.5E-24
431,4120,1.16E-23,1.8E-24
431,4130,1.06E-23,2.0E-24
431,4140,1.03E-23,1.5E-24
431,4150,9.59E-24,1.3E-24
431,4160,9.01E-24,1.2E-24
431,4170,7.60E-24,1.3E-24
431,4180,7.10E-24,1.1E-24
431,4190,6.77E-24,1.1E-24
431,4200,6.34E-24,1.0E-24
431,4210,5.87E-24,1.1E-24
431,4220,5.79E-24,9.0E-25
431,4230,5.51E-24,8.4E-25
431,4240,5.29E-24,7.2E-25
431,4250,4.95E-24,8.1E-25
431,4260,4.60E-24,8.0E-25
431,4270,4.45E-24,6.1E-25
431,4280,4.17E-24,7.2E-25
431,4290,4.03E-24,6.9E-25
431,4300,3.71E-24,6.5E-25
431,4310,3.50E-24,5.9E-25
431,4320,3.31E-24,5.6E-25
431,4330,3.26E-24,5.3E-25
431,4340,3.10E-24,5.1E-25
431,4350,2.91E-24,4.7E-25
431,4360,2.73E-24,4.5E-25
431,4370,2.61E-24,4.3E-25
431,4380,2.55E-24,4.1E-25
431,4390,2.47E-24,3.9E-25
431,4400,2.32E-24,3.8E-25
431,4410,2.21E-24,3.5E-25
431,4420,2.10E-24,3.5E-25
431,4430,2.05E-24,3.3E-25
431,4440,1.96E-24,3.2E-25
431,4450,1.86E-24,3.0E-25
431,4460,1.78E-24,2.9E-25
431,4470,1.71E-24,2.8E-25
431,4480,1.65E-24,2.7E-25
431,4490,1.59E-24,2.6E-25
431,4500,1.51E-24,2.5E-25
431,4510,1.46E-24,2.4E-25
431,4520,1.39E-24,2.4E-25
431,4530,1.35E-24,2.2E-25
431,4540,1.28E-24,2.2E-25
431,4550,1.25E-24,2.0E-25
431,4560,1.20E-24,2.1E-25
431,4570,1.16E-24,2.0E-25
431,4580,1.12E-24,1.9E-25
431,4590,1.09E-24,1.9E-25
431,4600,1.08E-24,1.8E-25
431,4610,1.04E-24,1.7E-25
431,4620,1.01E-24,1.7E-25
431,4630,9.73E-25,1.6E-25
431,4640,9.48E-25,1.6E-25
431,4650,9.29E-25,1.6E-25
431,4660,9.10E-25,1.5E-25
431,4670,9.00E-25,1.5E-25
431,4680,8.84E-25,1.5E-25
431,4690,8.68E-25,1.4E-25
431,4700,8.61E-25,1.4E-25
431,4710,8.41E-25,1.5E-25
431,4720,8.28E-25,1.3E-25
431,4730,8.21E-25,1.5E-25
431,4740,8.20E-25,1.4E-25
431,4750,7.83E-25,1.4E-25
431,4760,7.55E-25,1.3E-25
431,4770,7.27E-25,1.4E-25
431,4780,7.28E-25,1.3E-25
431,4790,7.01E-25,1.3E-25
431,4800,6.90E-25,1.2E-25
431,4810,6.91E-25,1.3E-25
431,4820,6.69E-25,1.3E-25
431,4830,6.72E-25,1.2E-25
431,4840,6.56E-25,1.2E-25
431,4850,6.73E-25,1.3E-25
431,4860,6.58E-25,1.2E-25
431,4870,6.93E-25,1.3E-25
431,4880,6.88E-25,1.4E-25
431,4890,7.23E-25,1.1E-25
431,4900,7.74E-25,1.0E-25
431,4910,7.66E-25,1.8E-25
431,4920,8.72E-25,1.4E-25
431,4930,8.83E-25,1.4E-25
431,4940,8.41E-25,1.8E-25
431,4950,8.60E-25,1.8E-25
431,4960,9.21E-25,1.8E-25
431,4970,9.39E-25,2.8E-25
431,4980,1.02E-24,2.3E-25
431,4990,1.06E-24,2.4E-25
431,5000,1.14E-24,3.0E-25
431,5010,1.25E-24,3.2E-25
431,5020,1.53E-24,3.5E-25
431,5030,1.65E-24,4.1E-25
431,5040,2.25E-24,5.0E-25
431,5640,1.61E-24,4.8E-25
431,5650,1.42E-24,3.6E-25
431,5660,1.34E-24,2.8E-25
431,5670,1.20E-24,3.1E-25
431,5680,1.11E-24,2.5E-25
431,5690,1.10E-24,1.9E-25
431,5700,1.10E-24,1.8E-25
431,5710,1.03E-24,1.6E-25
431,5720,9.09E-25,1.8E-25
431,5730,8.65E-25,1.7E-25
431,5740,7.47E-25,1.4E-25
431,5750,6.92E-25,1.5E-25
431,5760,6.60E-25,9.6E-26
431,5770,6.18E-25,1.0E-25
431,5780,5.77E-25,1.2E-25
431,5790,5.09E-25,1.1E-25
431,5800,4.91E-25,8.1E-26
431,5810,4.65E-25,8.1E-26
431,5820,3.94E-25,9.3E-26
431,5830,3.81E-25,7.0E-26
431,5840,3.33E-25,7.9E-26
431,5850,2.98E-25,5.7E-26
431,5860,2.97E-25,5.8E-26
431,5870,2.59E-25,5.3E-26
431,5880,2.63E-25,4.2E-26
431,5890,2.42E-25,5.0E-26
431,5900,2.17E-25,5.0E-26
431,5910,2.06E-25,4.4E-26
431,5920,1.98E-25,4.0E-26
431,5930,1.88E-25,4.2E-26
431,5940,1.90E-25,3.5E-26
431,5950,1.68E-25,4.1E-26
431,5960,1.52E-25,3.2E-26
431,5970,1.33E-25,3.2E-26
431,5980,1.27E-25,3.2E-26
431,5990,1.27E-25,2.3E-26
431,6000,1.24E-25,2.9E-26
431,6010,1.22E-25,3.0E-26
431,6020,1.16E-25,2.9E-26
431,6030,1.05E-25,2.9E-26
431,6040,1.03E-25,2.5E-26
431,6050,9.38E-26,2.6E-26
431,6060,9.41E-26,2.3E-26
431,6070,9.04E-26,2.4E-26
431,6080,9.07E-26,2.3E-26
431,6090,8.81E-26,2.1E-26
431,6100,8.48E-26,2.2E-26
431,6110,8.23E-26,1.9E-26
431,6120,7.92E-26,2.1E-26
431,6130,7.83E-26,2.1E-26
431,6140,7.57E-26,2.1E-26
431,6150,7.44E-26,2.0E-26
431,6160,7.17E-26,2.0E-26
431,6170,6.86E-26,1.9E-26
431,6180,6.66E-26,1.9E-26
431,6190,6.44E-26,1.9E-26
431,6200,6.37E-26,1.8E-26
431,6210,6.25E-26,1.8E-26
431,6220,6.18E-26,1.8E-26
431,6230,6.04E-26,1.8E-26
431,6240,5.92E-26,1.7E-26
431,6250,5.63E-26,1.8E-26
431,6260,5.41E-26,1.7E-26
431,6270,5.34E-26,1.6E-26
431,6280,5.44E-26,1.7E-26
431,6290,5.36E-26,1.7E-26
431,6300,5.36E-26,1.6E-26
431,6310,5.26E-26,1.7E-26
431,6320,5.25E-26,1.7E-26
431,6330,5.27E-26,1.7E-26
431,6340,5.37E-26,1.8E-26
431,6350,5.54E-26,1.8E-26
431,6360,5.45E-26,1.8E-26
431,6370,5.29E-26,1.7E-26
431,6380,5.18E-26,1.8E-26
431,6390,5.14E-26,1.8E-26
431,6400,5.22E-26,1.7E-26
431,6410,5.18E-26,1.8E-26
431,6420,5.46E-26,1.7E-26
431,6430,5.35E-26,2.0E-26
431,6440,5.58E-26,1.7E-26
431,6450,5.78E-26,2.0E-26
431,6460,6.03E-26,2.0E-26
431,6470,6.87E-26,2.2E-26
431,6480,6.91E-26,2.2E-26
431,6490,6.76E-26,2.7E-26
431,6500,6.97E-26,2.7E-26
431,6510,7.27E-26,2.7E-26
431,6520,5.70E-26,2.6E-26
431,6530,7.49E-26,3.3E-26
431,6540,8.26E-26,3.5E-26
431,6550,9.12E-26,4.3E-26
431,6560,1.01E-25,4.8E-26
431,6570,1.11E-25,6.9E-26
431,6580,1.23E-25,5.7E-26
431,6590,1.36E-25,7.0E-26
431,6600,1.50E-25,5.9E-26
431,6610,1.65E-25,8.2E-26
431,6620,1.82E-25,7.9E-26
431,6630,1.93E-25,1.1E-25
431,6640,2.25E-25,8.4E-26
431,6650,2.62E-25,1.8E-25
431,6660,3.04E-25,1.4E-25
431,6670,3.35E-25,1.5E-25
431,6680,3.29E-25,1.9E-25
431,6690,3.63E-25,1.8E-25
431,6700,5.65E-25,2.1E-25
431,6710,7.11E-25,2.7E-25
431,6720,8.94E-25,3.9E-25
431,6730,1.12E-24,4.7E-25
431,6740,1.39E-24,4.4E-25
431,6750,1.40E-24,6.4E-25
431,6760,1.41E-24,6.5E-25
431,6770,1.41E-24,8.9E-25
431,6780,1.42E-24,4.7E-25
431,6790,1.42E-24,7.8E-25
431,6800,1.43E-24,8.6E-25
431,6810,1.44E-24,6.1E-25
431,6820,1.44E-24,7.2E-25
431,6830,1.47E-24,4.9E-25
431,6840,1.77E-24,6.4E-25
431,6850,2.12E-24,6.1E-25
431,6860,2.22E-24,6.0E-25
431,6870,2.42E-24,8.1E-25
431,6880,2.65E-24,6.7E-25
431,6890,2.89E-24,1.4E-24
431,6900,3.15E-24,1.0E-24
431,6910,3.44E-24,1.2E-24
431,6920,3.75E-24,1.2E-24
431,6930,4.10E-24,1.3E-24
431,6940,4.47E-24,1.5E-24
431,6950,4.88E-24,1.6E-24
431,6960,5.32E-24,1.5E-24
431,6970,5.81E-24,2.1E-24
431,6980,6.34E-24,2.7E-24
431,6990,6.92E-24,2.4E-24
431,7000,7.55E-24,2.4E-24
431,7010,7.67E-24,2.1E-24
431,7020,8.80E-24,2.7E-24
431,7030,1.01E-23,2.7E-24
431,7040,1.06E-23,3.8E-24
431,7050,1.18E-23,4.3E-24
431,7060,1.31E-23,4.0E-24
431,7070,1.46E-23,5.0E-24
431,7490,1.77E-24,4.6E-25
431,7500,1.28E-24,3.6E-25
431,7510,1.17E-24,4.0E-25
431,7520,9.65E-25,2.6E-25
431,7530,9.47E-25,2.6E-25
431,7540,8.37E-25,2.0E-25
431,7550,7.80E-25,1.7E-25
431,7560,7.41E-25,1.4E-25
431,7570,6.33E-25,1.7E-25
431,7580,6.12E-25,1.4E-25
431,7590,5.77E-25,1.6E-25
431,7600,5.09E-25,1.5E-25
431,7610,5.02E-25,1.3E-25
431,7620,4.89E-25,1.1E-25
431,7630,4.40E-25,9.6E-26
431,7640,3.96E-25,9.9E-26
431,7650,3.78E-25,1.1E-25
431,7660,3.37E-25,9.7E-26
431,7670,3.04E-25,8.2E-26
431,7680,3.00E-25,6.6E-26
431,7690,2.92E-25,7.3E-26
431,7700,2.75E-25,8.0E-26
431,7710,2.50E-25,6.7E-26
431,7720,2.49E-25,5.8E-26
431,7730,2.47E-25,5.1E-26
431,7740,2.46E-25,4.8E-26
431,7750,2.11E-25,5.0E-26
431,7760,1.98E-25,4.1E-26
431,7770,1.70E-25,3.9E-26
431,7780,1.74E-25,3.8E-26
431,7790,1.79E-25,4.0E-26
431,7800,1.61E-25,3.7E-26
431,7810,1.53E-25,3.5E-26
431,7820,1.44E-25,3.4E-26
431,7830,1.40E-25,2.6E-26
431,7840,1.32E-25,3.0E-26
431,7850,1.24E-25,2.7E-26
431,7860,1.13E-25,2.5E-26
431,7870,1.08E-25,2.3E-26
431,7880,1.01E-25,2.2E-26
431,7890,9.81E-26,2.3E-26
431,7900,9.45E-26,2.3E-26
431,7910,8.94E-26,2.2E-26
431,7920,8.63E-26,2.1E-26
431,7930,8.31E-26,2.1E-26
431,7940,8.06E-26,2.0E-26
431,7950,7.55E-26,2.0E-26
431,7960,7.12E-26,1.9E-26
431,7970,6.89E-26,1.9E-26
431,7980,6.55E-26,1.9E-26
431,7990,6.35E-26,1.7E-26
431,8000,5.97E-26,1.8E-26
431,8010,5.87E-26,1.7E-26
431,8020,5.62E-26,1.8E-26
431,8030,5.56E-26,1.7E-26
431,8040,5.36E-26,1.7E-26
431,8050,5.05E-26,1.7E-26
431,8060,4.83E-26,1.7E-26
431,8070,4.34E-26,1.6E-26
431,8080,4.23E-26,1.7E-26
431,8090,4.16E-26,1.8E-26
431,8100,4.31E-26,1.8E-26
431,8110,4.46E-26,1.6E-26
431,8120,4.31E-26,2.1E-26
431,8130,4.28E-26,2.3E-26
431,8140,4.30E-26,2.1E-26
431,8150,4.05E-26,2.5E-26
431,8160,4.23E-26,2.6E-26
431,8170,4.14E-26,2.8E-26
431,8180,4.26E-26,3.0E-26
431,8190,4.30E-26,2.6E-26
431,8200,4.68E-26,2.8E-26
431,8210,4.81E-26,2.7E-26
431,8220,5.08E-26,3.8E-26
431,8230,5.51E-26,4.6E-26
431,8240,5.88E-26,4.3E-26
431,8250,6.45E-26,4.9E-26
431,8260,7.34E-26,5.8E-26
431,8270,7.51E-26,5.3E-26
431,8280,7.81E-26,5.3E-26
431,8290,8.30E-26,4.5E-26
431,8300,8.60E-26,3.5E-26
431,8310,8.63E-26,4.6E-26
431,8320,8.41E-26,5.2E-26
431,8330,8.13E-26,5.1E-26
431,8340,8.00E-26,8.7E-26
431,8350,7.92E-26,4.7E-26
431,8360,8.00E-26,4.9E-26
431,8370,8.01E-26,5.5E-26
431,8380,8.21E-26,4.0E-26
431,8390,9.17E-26,5.6E-26
431,8400,1.02E-25,5.3E-26
431,8410,1.18E-25,6.2E-26
431,8420,1.21E-25,6.6E-26
431,8430,1.36E-25,6.6E-26
431,8440,1.56E-25,6.4E-26
431,8450,1.60E-25,6.9E-26
431,8460,1.67E-25,1.0E-25
431,8470,1.70E-25,8.8E-26
431,8480,1.85E-25,7.5E-26
431,8490,2.05E-25,1.1E-25
431,8500,2.09E-25,8.7E-26
431,8510,2.20E-25,9.4E-26
431,8520,2.31E-25,1.8E-25
431,8530,2.34E-25,1.1E-25
431,8540,2.51E-25,1.4E-25
431,8550,2.45E-25,1.5E-25
431,8560,2.89E-25,2.1E-25
431,8570,3.51E-25,2.8E-25
431,8580,3.49E-25,2.7E-25
431,8590,4.56E-25,2.6E-25
431,8600,7.29E-25,2.4E-25
431,8610,7.26E-25,3.2E-25
431,8620,9.31E-25,3.9E-25
431,9070,1.68E-25,1.2E-25
431,9080,1.43E-25,8.4E-26
431,9090,1.22E-25,7.3E-26
431,9100,1.04E-25,6.4E-26
431,9110,8.86E-26,4.5E-26
431,9120,7.57E-26,3.3E-26
431,9130,6.47E-26,3.8E-26
431,9140,5.53E-26,2.9E-26
431,9150,4.90E-26,2.9E-26
431,9160,4.39E-26,2.1E-26
431,9170,4.02E-26,1.8E-26
431,9180,3.94E-26,1.9E-26
431,9190,3.50E-26,1.8E-26
431,9200,3.32E-26,2.3E-26
431,9210,3.29E-26,1.9E-26
431,9220,3.13E-26,1.9E-26
431,9230,3.10E-26,1.7E-26
431,9240,2.90E-26,1.5E-26
431,9250,2.80E-26,1.7E-26
431,9260,2.78E-26,1.4E-26
431,9270,2.47E-26,1.1E-26
431,9280,2.43E-26,1.1E-26
431,9290,2.22E-26,1.2E-26
431,9300,1.88E-26,8.8E-27
431,9310,1.85E-26,8.1E-27
431,9320,1.50E-26,8.5E-27
431,9330,1.46E-26,8.8E-27
431,9340,1.19E-26,6.6E-27
431,9350,1.19E-26,6.9E-27
431,9360,1.18E-26,6.8E-27
431,9370,1.18E-26,5.9E-27
431,9380,1.02E-26,5.7E-27
431,9390,9.64E-27,5.0E-27
431,9400,9.15E-27,5.4E-27
431,9410,8.63E-27,6.5E-27
431,9420,8.00E-27,4.8E-27
431,9430,7.36E-27,4.4E-27
431,9440,6.75E-27,4.9E-27
431,9450,6.54E-27,4.2E-27
431,9460,6.49E-27,4.2E-27
431,9470,6.12E-27,4.0E-27
431,9480,6.16E-27,4.0E-27
431,9490,5.91E-27,3.9E-27
431,9500,5.65E-27,3.9E-27
431,9510,5.49E-27,3.8E-27
431,9520,5.35E-27,3.8E-27
431,9530,5.33E-27,3.8E-27
431,9540,5.37E-27,3.8E-27
431,9550,5.15E-27,3.8E-27
431,9560,4.97E-27,3.9E-27
431,9570,4.74E-27,3.8E-27
431,9580,4.50E-27,3.8E-27
431,9590,4.31E-27,3.8E-27
472,2010,4.31E-23,8.6E-24
472,2020,3.40E-23,8.6E-24
472,2030,2.88E-23,3.8E-24
472,2040,2.56E-23,4.6E-24
472,2050,2.41E-23,3.2E-24
472,2060,1.78E-23,3.3E-24
472,2070,1.66E-23,2.1E-24
472,2080,1.44E-23,2.3E-24
472,2090,1.16E-23,1.8E-24
472,2100,1.02E-23,1.5E-24
472,2110,8.54E-24,1.2E-24
472,2120,8.25E-24,1.1E-24
472,2130,6.65E-24,1.2E-24
472,2140,6.20E-24,8.7E-25
472,2150,5.70E-24,8.0E-25
472,2160,4.47E-24,7.8E-25
472,2170,4.37E-24,8.9E-25
472,2180,4.04E-24,1.1E-24
472,2190,4.02E-24,8.6E-25
472,2200,3.38E-24,8.3E-25
472,2210,3.20E-24,9.6E-25
472,2220,2.97E-24,6.4E-25
472,2230,2.60E-24,6.2E-25
472,2240,2.53E-24,5.5E-25
472,2250,2.18E-24,6.9E-25
472,2260,2.14E-24,5.1E-25
472,2270,1.83E-24,4.7E-25
472,2280,1.77E-24,4.4E-25
472,2290,1.62E-24,4.9E-25
472,2300,1.42E-24,4.2E-25
472,2310,1.38E-24,3.2E-25
472,2320,1.27E-24,3.4E-25
472,2330,1.21E-24,3.1E-25
472,2340,1.05E-24,2.6E-25
472,2350,1.02E-24,2.1E-25
472,2360,1.00E-24,2.3E-25
472,2370,9.35E-25,2.6E-25
472,2380,9.03E-25,2.0E-25
472,2390,8.62E-25,1.8E-25
472,2400,7.88E-25,1.7E-25
472,2410,7.57E-25,1.6E-25
472,2420,7.28E-25,1.6E-25
472,2430,6.96E-25,1.5E-25
472,2440,6.67E-25,1.4E-25
472,2450,6.40E-25,1.4E-25
472,2460,6.17E-25,1.3E-25
472,2470,6.01E-25,1.3E-25
472,2480,5.85E-25,1.3E-25
472,2490,5.63E-25,1.2E-25
472,2500,5.47E-25,1.2E-25
472,2510,5.10E-25,1.2E-25
472,2520,4.94E-25,1.0E-25
472,2530,4.71E-25,1.1E-25
472,2540,4.78E-25,1.0E-25
472,2550,4.78E-25,1.1E-25
472,2560,4.91E-25,1.1E-25
472,2570,4.84E-25,1.2E-25
472,2580,4.79E-25,1.1E-25
472,2590,4.77E-25,1.1E-25
472,2600,4.79E-25,1.1E-25
472,2610,4.97E-25,1.1E-25
472,2620,4.91E-25,1.3E-25
472,2630,4.90E-25,1.0E-25
472,2640,5.10E-25,1.2E-25
472,2650,5.30E-25,1.2E-25
472,2660,5.43E-25,1.4E-25
472,2670,5.54E-25,1.2E-25
472,2680,5.60E-25,1.2E-25
472,2690,5.64E-25,1.3E-25
472,2700,5.69E-25,1.3E-25
472,2710,5.58E-25,1.3E-25
472,2720,5.62E-25,2.5E-25
472,2730,5.87E-25,1.3E-25
472,2740,5.87E-25,1.3E-25
472,2750,6.09E-25,1.4E-25
472,2760,6.22E-25,1.4E-25
472,2770,6.39E-25,1.6E-25
472,2780,6.52E-25,1.6E-25
472,2790,6.76E-25,1.7E-25
472,2800,7.21E-25,1.8E-25
472,2810,7.42E-25,1.9E-25
472,2820,7.62E-25,1.9E-25
472,2830,7.96E-25,2.0E-25
472,2840,8.14E-25,1.9E-25
472,2850,8.60E-25,2.1E-25
