temperature,wavenumber,self_continuum_cross_section,uncertainty
472,2860,9.36E-25,2.1E-25
472,2870,1.00E-24,2.4E-25
472,2880,1.09E-24,2.6E-25
472,2890,1.15E-24,2.4E-25
472,2900,1.19E-24,3.2E-25
472,2910,1.38E-24,3.4E-25
472,2920,1.53E-24,4.0E-25
472,2930,1.92E-24,3.7E-25
472,2940,2.02E-24,6.3E-25
472,2950,2.13E-24,5.4E-25
472,2960,2.68E-24,7.4E-25
472,2970,2.88E-24,8.0E-25
472,2980,3.51E-24,1.3E-24
472,2990,3.97E-24,1.2E-24
472,3000,4.10E-24,8.6E-25
472,3010,4.87E-24,1.3E-24
472,3020,5.87E-24,1.3E-24
472,3030,6.25E-24,1.6E-24
472,3040,6.65E-24,1.3E-24
472,3050,8.35E-24,1.4E-24
472,3060,8.32E-24,1.9E-24
472,3070,8.41E-24,1.4E-24
472,3080,8.71E-24,1.2E-24
472,3090,9.13E-24,1.6E-24
472,3100,9.13E-24,4.4E-24
472,3110,9.14E-24,3.8E-24
472,3120,9.10E-24,3.9E-24
472,3130,9.06E-24,1.9E-24
472,3140,9.31E-24,1.7E-24
472,3150,1.02E-23,1.2E-24
472,3160,1.08E-23,1.5E-24
472,3170,1.18E-23,1.5E-24
472,3180,1.22E-23,2.0E-24
472,3190,1.34E-23,2.0E-24
472,3200,1.41E-23,2.1E-24
472,3210,1.47E-23,3.3E-24
472,3220,1.46E-23,2.8E-24
472,3230,1.46E-23,4.4E-24
472,3240,1.40E-23,2.9E-24
472,3250,1.53E-23,2.3E-24
472,3260,1.62E-23,2.9E-24
472,3270,1.80E-23,3.4E-24
472,3280,1.83E-23,4.7E-24
472,3290,1.86E-23,4.2E-24
472,3300,1.96E-23,4.0E-24
472,3310,2.16E-23,4.8E-24
472,3320,2.22E-23,2.8E-24
472,3330,2.26E-23,3.9E-24
472,3340,2.28E-23,4.6E-24
472,3350,2.55E-23,4.2E-24
472,3360,2.53E-23,7.8E-24
472,3370,2.54E-23,6.3E-24
472,3380,2.64E-23,4.9E-24
472,3390,2.94E-23,5.7E-24
472,3400,3.28E-23,8.6E-24
472,4050,2.43E-23,4.7E-24
472,4060,2.21E-23,3.7E-24
472,4070,1.72E-23,3.1E-24
472,4080,1.60E-23,3.3E-24
472,4090,1.55E-23,3.2E-24
472,4100,1.32E-23,2.0E-24
472,4110,1.26E-23,2.0E-24
472,4120,1.14E-23,1.7E-24
472,4130,1.02E-23,2.1E-24
472,4140,9.76E-24,1.7E-24
472,4150,9.12E-24,1.4E-24
472,4160,7.97E-24,1.3E-24
472,4170,7.19E-24,1.2E-24
472,4180,6.33E-24,9.9E-25
472,4190,5.96E-24,1.1E-24
472,4200,5.64E-24,9.7E-25
472,4210,5.42E-24,1.1E-24
472,4220,5.12E-24,1.1E-24
472,4230,4.89E-24,1.0E-24
472,4240,4.50E-24,9.0E-25
472,4250,4.19E-24,9.3E-25
472,4260,4.05E-24,8.7E-25
472,4270,3.71E-24,8.2E-25
472,4280,3.45E-24,7.4E-25
472,4290,3.30E-24,7.5E-25
472,4300,3.06E-24,6.6E-25
472,4310,2.86E-24,6.0E-25
472,4320,2.72E-24,6.0E-25
472,4330,2.60E-24,5.6E-25
472,4340,2.45E-24,5.2E-25
472,4350,2.30E-24,4.8E-25
472,4360,2.15E-24,4.6E-25
472,4370,2.04E-24,4.4E-25
472,4380,1.99E-24,4.2E-25
472,4390,1.91E-24,4.0E-25
472,4400,1.79E-24,3.9E-25
472,4410,1.69E-24,3.6E-25
472,4420,1.62E-24,3.5E-25
472,4430,1.57E-24,3.3E-25
472,4440,1.50E-24,3.2E-25
472,4450,1.42E-24,3.1E-25
472,4460,1.36E-24,2.8E-25
472,4470,1.31E-24,2.7E-25
472,4480,1.26E-24,2.6E-25
472,4490,1.21E-24,2.5E-25
472,4500,1.17E-24,2.4E-25
472,4510,1.13E-24,2.3E-25
472,4520,1.09E-24,2.3E-25
472,4530,1.05E-24,2.2E-25
472,4540,1.00E-24,2.1E-25
472,4550,9.71E-25,2.1E-25
472,4560,9.44E-25,2.1E-25
472,4570,9.09E-25,2.0E-25
472,4580,8.70E-25,1.9E-25
472,4590,8.48E-25,1.8E-25
472,4600,8.26E-25,1.8E-25
472,4610,8.01E-25,1.7E-25
472,4620,7.64E-25,1.7E-25
472,4630,7.39E-25,1.6E-25
472,4640,7.19E-25,1.6E-25
472,4650,6.98E-25,1.6E-25
472,4660,6.86E-25,1.5E-25
472,4670,6.71E-25,1.5E-25
472,4680,6.56E-25,1.4E-25
472,4690,6.46E-25,1.4E-25
472,4700,6.38E-25,1.4E-25
472,4710,6.27E-25,1.4E-25
472,4720,6.17E-25,1.3E-25
472,4730,6.09E-25,1.4E-25
472,4740,6.13E-25,1.4E-25
472,4750,5.92E-25,1.4E-25
472,4760,5.65E-25,1.3E-25
472,4770,5.57E-25,1.3E-25
472,4780,5.56E-25,1.2E-25
472,4790,5.53E-25,1.2E-25
472,4800,5.46E-25,1.2E-25
472,4810,5.42E-25,1.2E-25
472,4820,5.53E-25,1.3E-25
472,4830,5.55E-25,1.2E-25
472,4840,5.54E-25,1.3E-25
472,4850,5.67E-25,1.3E-25
472,4860,5.59E-25,1.4E-25
472,4870,5.87E-25,1.3E-25
472,4880,6.22E-25,1.5E-25
472,4890,6.09E-25,1.4E-25
472,4900,6.62E-25,1.5E-25
472,4910,7.08E-25,1.8E-25
472,4920,7.44E-25,1.6E-25
472,4930,7.76E-25,2.2E-25
472,4940,8.56E-25,2.1E-25
472,4950,8.72E-25,2.4E-25
472,4960,9.40E-25,2.5E-25
472,4970,9.67E-25,2.7E-25
472,4980,9.77E-25,2.7E-25
472,4990,1.07E-24,3.7E-25
472,5000,1.28E-24,3.4E-25
472,5010,1.46E-24,4.6E-25
472,5020,1.71E-24,4.4E-25
472,5030,2.05E-24,5.7E-25
472,5040,2.27E-24,6.1E-25
472,5650,1.73E-24,5.8E-25
472,5660,1.69E-24,5.2E-25
472,5670,1.45E-24,3.6E-25
472,5680,1.19E-24,3.6E-25
472,5690,1.01E-24,3.1E-25
472,5700,8.85E-25,2.4E-25
472,5710,9.33E-25,2.2E-25
472,5720,8.35E-25,2.2E-25
472,5730,7.23E-25,1.9E-25
472,5740,6.62E-25,1.6E-25
472,5750,6.07E-25,1.7E-25
472,5760,5.81E-25,1.2E-25
472,5770,5.24E-25,1.1E-25
472,5780,5.13E-25,1.3E-25
472,5790,4.37E-25,1.2E-25
472,5800,3.79E-25,1.4E-25
472,5810,3.45E-25,8.8E-26
472,5820,3.32E-25,9.7E-26
472,5830,3.12E-25,7.8E-26
472,5840,2.79E-25,8.1E-26
472,5850,2.58E-25,6.4E-26
472,5860,2.31E-25,6.8E-26
472,5870,2.26E-25,5.8E-26
472,5880,2.06E-25,4.9E-26
472,5890,1.83E-25,4.2E-26
472,5900,1.80E-25,4.6E-26
472,5910,1.62E-25,4.8E-26
472,5920,1.49E-25,4.2E-26
472,5930,1.41E-25,3.8E-26
472,5940,1.42E-25,3.2E-26
472,5950,1.28E-25,3.7E-26
472,5960,1.12E-25,3.3E-26
472,5970,9.76E-26,3.2E-26
472,5980,9.32E-26,2.6E-26
472,5990,9.08E-26,2.3E-26
472,6000,9.03E-26,2.6E-26
472,6010,8.37E-26,2.6E-26
472,6020,8.19E-26,2.3E-26
472,6030,7.22E-26,2.2E-26
472,6040,6.92E-26,1.9E-26
472,6050,6.23E-26,2.0E-26
472,6060,5.89E-26,1.8E-26
472,6070,5.51E-26,1.8E-26
472,6080,5.40E-26,1.7E-26
472,6090,5.25E-26,1.6E-26
472,6100,4.90E-26,1.6E-26
472,6110,4.65E-26,1.4E-26
472,6120,4.46E-26,1.5E-26
472,6130,4.26E-26,1.6E-26
472,6140,4.04E-26,1.4E-26
472,6150,3.82E-26,1.3E-26
472,6160,3.63E-26,1.3E-26
472,6170,3.44E-26,1.3E-26
472,6180,3.20E-26,1.2E-26
472,6190,3.13E-26,1.3E-26
472,6200,3.04E-26,1.2E-26
472,6210,2.93E-26,1.2E-26
472,6220,2.88E-26,1.2E-26
472,6230,2.79E-26,1.2E-26
472,6240,2.69E-26,1.1E-26
472,6250,2.57E-26,1.2E-26
472,6260,2.50E-26,1.2E-26
472,6270,2.48E-26,1.2E-26
472,6280,2.52E-26,1.2E-26
472,6290,2.50E-26,1.2E-26
472,6300,2.48E-26,1.1E-26
472,6310,2.47E-26,1.1E-26
472,6320,2.50E-26,1.1E-26
472,6330,2.51E-26,1.2E-26
472,6340,2.66E-26,1.3E-26
472,6350,2.75E-26,1.2E-26
472,6360,2.73E-26,1.2E-26
472,6370,2.76E-26,1.2E-26
472,6380,2.72E-26,1.4E-26
472,6390,2.80E-26,1.5E-26
472,6400,2.88E-26,1.4E-26
472,6410,2.96E-26,1.4E-26
472,6420,3.19E-26,1.6E-26
472,6430,3.21E-26,1.6E-26
472,6440,3.70E-26,1.5E-26
472,6450,3.80E-26,1.7E-26
472,6460,4.34E-26,1.9E-26
472,6470,4.87E-26,1.9E-26
472,6480,4.93E-26,2.4E-26
472,6490,5.00E-26,2.3E-26
472,6500,5.59E-26,2.3E-26
472,6510,6.26E-26,3.1E-26
472,6520,7.06E-26,2.7E-26
472,6530,7.96E-26,3.7E-26
472,6540,8.98E-26,3.6E-26
472,6550,1.01E-25,5.4E-26
472,6560,1.14E-25,6.3E-26
472,6570,1.29E-25,7.4E-26
472,6580,1.46E-25,7.1E-26
472,6590,1.64E-25,8.9E-26
472,6600,1.62E-25,6.6E-26
472,6610,1.58E-25,1.1E-25
472,6620,1.83E-25,1.2E-25
472,6630,2.89E-25,2.2E-25
472,6640,3.99E-25,1.4E-25
472,6650,3.36E-25,2.5E-25
472,6660,5.01E-25,1.7E-25
472,6670,4.79E-25,2.1E-25
472,6680,6.36E-25,2.8E-25
472,6690,5.96E-25,2.7E-25
472,7490,2.16E-24,6.4E-25
472,7500,1.76E-24,5.5E-25
472,7510,1.57E-24,6.2E-25
472,7520,1.34E-24,3.9E-25
472,7530,1.08E-24,3.9E-25
472,7540,9.71E-25,2.8E-25
472,7550,9.12E-25,2.3E-25
472,7560,8.81E-25,2.4E-25
472,7570,7.05E-25,2.1E-25
472,7580,6.44E-25,2.0E-25
472,7590,5.99E-25,1.6E-25
472,7600,5.29E-25,1.7E-25
472,7610,4.87E-25,1.9E-25
472,7620,4.38E-25,1.5E-25
472,7630,4.25E-25,1.5E-25
472,7640,3.70E-25,1.3E-25
472,7650,3.62E-25,1.0E-25
472,7660,3.18E-25,1.2E-25
472,7670,2.83E-25,1.2E-25
472,7680,2.81E-25,8.3E-26
472,7690,2.79E-25,8.6E-26
472,7700,2.61E-25,6.4E-26
472,7710,2.18E-25,8.2E-26
472,7720,2.16E-25,6.5E-26
472,7730,2.13E-25,5.5E-26
472,7740,2.11E-25,8.1E-26
472,7750,2.08E-25,4.6E-26
472,7760,1.98E-25,5.2E-26
472,7770,1.60E-25,4.1E-26
472,7780,1.44E-25,3.8E-26
472,7790,1.38E-25,4.0E-26
472,7800,1.27E-25,3.4E-26
472,7810,1.14E-25,3.3E-26
472,7820,1.07E-25,3.2E-26
472,7830,1.05E-25,2.6E-26
472,7840,9.54E-26,2.7E-26
472,7850,8.59E-26,2.4E-26
472,7860,7.66E-26,2.3E-26
472,7870,7.11E-26,2.0E-26
472,7880,6.72E-26,1.8E-26
472,7890,6.35E-26,2.1E-26
472,7900,6.19E-26,1.9E-26
472,7910,5.77E-26,1.8E-26
472,7920,5.42E-26,1.7E-26
472,7930,5.29E-26,1.7E-26
472,7940,4.99E-26,1.5E-26
472,7950,4.66E-26,1.7E-26
472,7960,4.30E-26,1.5E-26
472,7970,4.05E-26,1.6E-26
472,7980,3.90E-26,1.4E-26
472,7990,3.76E-26,1.3E-26
472,8000,3.55E-26,1.5E-26
472,8010,3.47E-26,1.5E-26
472,8020,3.40E-26,1.4E-26
472,8030,3.24E-26,1.3E-26
472,8040,3.15E-26,1.3E-26
472,8050,2.94E-26,1.4E-26
472,8060,2.82E-26,1.7E-26
472,8070,2.74E-26,1.3E-26
472,8080,2.78E-26,1.3E-26
472,8090,2.95E-26,1.6E-26
472,8100,3.05E-26,1.8E-26
472,8110,3.16E-26,2.4E-26
472,8120,3.17E-26,2.2E-26
472,8130,3.43E-26,2.6E-26
472,8140,3.44E-26,2.2E-26
472,8150,3.62E-26,3.7E-26
472,8160,3.94E-26,2.8E-26
472,8170,4.13E-26,3.6E-26
472,8180,4.29E-26,3.5E-26
472,8190,4.25E-26,2.7E-26
472,8200,4.88E-26,3.2E-26
472,8210,5.36E-26,3.7E-26
472,8220,6.12E-26,5.0E-26
472,8230,6.99E-26,6.0E-26
472,8240,7.16E-26,5.7E-26
472,8250,7.62E-26,8.1E-26
472,8260,7.78E-26,4.4E-26
472,8270,7.71E-26,6.9E-26
472,8280,8.22E-26,7.0E-26
472,8290,8.94E-26,5.5E-26
472,8300,9.44E-26,5.5E-26
472,8310,9.55E-26,8.4E-26
472,8320,9.78E-26,7.6E-26
472,8330,1.02E-25,7.8E-26
472,8340,1.02E-25,1.7E-25
472,8350,9.85E-26,7.1E-26
472,8360,9.59E-26,7.5E-26
472,8370,9.65E-26,8.5E-26
472,8380,1.01E-25,5.5E-26
472,8390,1.17E-25,6.3E-26
472,8400,1.23E-25,8.2E-26
472,8410,1.40E-25,9.0E-26
472,8420,1.50E-25,1.1E-25
472,8430,1.75E-25,9.1E-26
472,8440,1.85E-25,1.5E-25
472,8450,1.82E-25,9.0E-26
472,8460,2.10E-25,2.8E-25
472,8470,2.24E-25,1.3E-25
472,8480,2.52E-25,9.6E-26
472,8490,2.44E-25,2.1E-25
472,8500,2.38E-25,9.7E-26
472,8510,2.55E-25,1.3E-25
472,8520,2.73E-25,4.0E-25
472,8530,2.80E-25,1.6E-25
472,8540,3.61E-25,1.9E-25
472,8550,4.68E-25,2.7E-25
472,8560,5.56E-25,3.5E-25
472,8570,6.26E-25,5.2E-25
472,8580,6.70E-25,4.6E-25
472,8590,7.81E-25,3.9E-25
472,9070,1.82E-25,2.2E-25
472,9080,1.39E-25,1.4E-25
472,9090,1.36E-25,1.2E-25
472,9100,1.11E-25,1.4E-25
472,9110,9.80E-26,1.2E-25
472,9120,7.95E-26,6.6E-26
472,9130,6.71E-26,7.6E-26
472,9140,5.88E-26,4.5E-26
472,9150,5.11E-26,4.5E-26
472,9160,4.81E-26,2.9E-26
472,9170,4.49E-26,3.1E-26
472,9180,4.23E-26,3.2E-26
472,9190,3.76E-26,2.3E-26
472,9200,3.24E-26,2.6E-26
472,9210,3.21E-26,2.7E-26
472,9220,2.85E-26,3.0E-26
472,9230,2.71E-26,2.1E-26
472,9240,2.27E-26,1.8E-26
472,9250,2.20E-26,2.5E-26
472,9260,2.17E-26,2.3E-26
472,9270,2.07E-26,1.3E-26
472,9280,1.84E-26,1.3E-26
472,9290,1.72E-26,1.0E-26
472,9300,1.47E-26,1.2E-26
472,9310,1.46E-26,8.6E-27
472,9320,1.26E-26,9.3E-27
472,9330,1.22E-26,1.1E-26
472,9340,1.05E-26,8.1E-27
472,9350,1.04E-26,9.5E-27
472,9360,1.03E-26,1.1E-26
472,9370,1.03E-26,8.5E-27
472,9380,9.71E-27,6.4E-27
472,9390,9.17E-27,7.0E-27
472,9400,8.72E-27,6.1E-27
472,9410,7.95E-27,5.8E-27
472,9420,7.67E-27,5.9E-27
472,9430,7.02E-27,5.9E-27
472,9440,6.73E-27,6.0E-27
472,9450,6.59E-27,6.6E-27
472,9460,6.20E-27,4.5E-27
472,9470,5.98E-27,4.9E-27
472,9480,5.98E-27,5.9E-27
472,9490,5.90E-27,5.6E-27
472,9500,5.75E-27,5.0E-27
472,9510,5.64E-27,5.4E-27
472,9520,5.63E-27,5.3E-27
472,9530,5.58E-27,5.3E-27
472,9540,5.53E-27,5.2E-27
472,9550,5.44E-27,5.5E-27
472,9560,5.36E-27,4.4E-27
472,9570,5.36E-27,5.2E-27
472,9580,5.24E-27,5.3E-27
472,9590,5.21E-27,5.2E-27
