temperature,wavenumber,cia_coefficient,uncertainty
296,9121.75,5.28196158973941E-8,2.92021892500309E-10
296,9121.76,5.28278285225572E-8,2.91902766980556E-10
296,9121.77,5.28360608535066E-8,2.91679646943667E-10
296,9121.78,5.2844312777025E-8,2.91535230266931E-10
296,9121.79,5.28525841798948E-8,2.9167037358872E-10
296,9121.8,5.28608749488987E-8,2.91894842391448E-10
296,9121.81,5.28691849708192E-8,2.92226784394133E-10
296,9121.82,5.28775141324388E-8,2.92629590057063E-10
296,9121.83,5.288586232054E-8,2.93052579333255E-10
296,9121.84,5.28942294219054E-8,2.93453929986121E-10
296,9121.85,5.29026153233175E-8,2.93642597761255E-10
296,9121.86,5.29110199115589E-8,2.93562249782131E-10
296,9121.87,5.29194430734122E-8,2.93741246325952E-10
296,9121.88,5.29278846956598E-8,2.9446295002712E-10
296,9121.89,5.29363446650843E-8,2.94744517853642E-10
296,9121.9,5.29448228684682E-8,2.94722892864136E-10
296,9121.91,5.29533191925942E-8,2.94893482459185E-10
296,9121.92,5.29618335242446E-8,2.94861442322179E-10
296,9121.93,5.29703657502021E-8,2.94864662313768E-10
296,9121.94,5.29789157572493E-8,2.94987039177824E-10
296,9121.95,5.29874834321685E-8,2.95181128513701E-10
296,9121.96,5.29960686617425E-8,2.95069985664238E-10
296,9121.97,5.30046713327537E-8,2.94864334431819E-10
296,9121.98,5.30132913319847E-8,2.94602238824114E-10
296,9121.99,5.3021928546218E-8,2.94786483994085E-10
296,9122,5.30305828622362E-8,2.95035254261406E-10
296,9122.01,5.30392541668217E-8,2.95392914659374E-10
296,9122.02,5.30479423467572E-8,2.95530494724367E-10
296,9122.03,5.30566472888252E-8,2.95715533434816E-10
296,9122.04,5.30653688798083E-8,2.95955953804063E-10
296,9122.05,5.30741070064888E-8,2.96209873545636E-10
296,9122.06,5.30828615556495E-8,2.96571584680784E-10
296,9122.07,5.30916324140729E-8,2.96730994475917E-10
296,9122.08,5.31004194685414E-8,2.96866897823651E-10
296,9122.09,5.31092226058377E-8,2.96934119235459E-10
296,9122.1,5.31180417127442E-8,2.96951520226922E-10
296,9122.11,5.31268766760436E-8,2.96968417078289E-10
296,9122.12,5.31357273825183E-8,2.96904446122591E-10
